text,trans,type
流行雑誌を上手く活用すれば、重要なタイミングで得意ジャンルを流行1位にして、オーディションを有利に進められますよ～,"유행 잡지를 능숙하게 활용하면, 중요한 타이밍에 특기 장르를 유행 1위로 해서, 오디션을 유리하게 만들수있어요~",text
『W.I.N.G.』で勝利するには得意ジャンルが流行1位だと有利ですよ～困ったら流行雑誌を使ってみてくださいね,"『W.I.N.G.』에서 승리하려면 특기 장르가 유행 1위일 때 유리해요~ 곤란하면 유행 잡지를 사용해주세요",text
『W.I.N.G.』優勝おめでとうございます♪これでオーディションの攻略にも自信が付きましたね～,"『W.I.N.G.』우승 축하합니다♪ 이것으로 오디션 공략에도 자신감이 붙었어요~",text
メンタル上限アップのスキルを1つ習得をしよう,"멘탈 상한업 스킬을 하나 습득하자",text
$nounの$nounに参加して、$num位に$num回なろう,$1의 $2에 참가해、 $3위를 $4회 하자,exp
$noun全員を編成して、$nounの$nounで$num位になろう,$1 전원을 편성해、 $2의 $3에서 $4위가 되자,exp
Rのサポートアイドルのみを編成してファン感謝祭でMVPを$num回取ろう,R 서포트 아이돌만 편성하여 감사제에서 MVP를 $1회 차지하자,exp
Rのサポートアイドルのみを編成していずれかのアイドルのTrueEndを見よう,R 서포트 아이돌만 편성하여 아무 아이돌의 TrueEnd를 보자,exp
Rのサポートアイドルのみを編成してG.R.A.D.を優勝しよう,R 서포트 아이돌만 편성하여 G.R.A.D.를 우승하자,exp
ファン感謝祭でMVPを$num回取ろう,팬 감사제에서 MVP를 $1회 획득하자,exp
【$uk】$name,【$1】$2,exp
$nameを$noun以上のフェスアイドルにしよう,$1를 $2 이상의 페스아이돌로 만들자,exp
$nameをプロデュースして、$uk.$num以上のフェスアイドルにしよう,"$1를 프로듀스해, $2.$3이상의 페스아이돌로 하자",exp
$nameの信頼度を$num以上にしよう,$1의 신뢰도를 $2 이상으로 하자,exp
$nameをプロデュースして$num万人のファン数を獲得しよう,$1를 프로듀스해 $2만명 팬수를 획득하자,exp
$nameをセンターに編成して、グレード$num以上のフェスに$num回参加しよう,"$1를 센터에 편성해, 그레이드 $2이상의 페스에 $3회 참가하자",exp
$nameの思い出レベルを$num以上にしよう,$1의 추억 레벨을 $2 이상으로 하자,exp
G.R.A.D.$sep優勝しよう,G.R.A.D.에서 우승하자,exp
G.R.A.D.をクリアしよう,G.R.A.D.를 클리어하자,exp
予選オーディションに合格しよう,예선 오디션에서 합격하자,exp
ブロックの満足度を総合$percent以上にしよう,블록 만족도를 종합 $1 이상으로 하자,exp
アビリティを$num個獲得しよう,어빌리티를 $1개 획득하자,exp
$note $name,$1 $2,exp
【第$num弾】,【제$1편】,exp
リサイクルショップで交換しよう,리사이클 샵에서 교환하자,exp
リサイクルショップでアイテムをどれか一つ交換してみよう,리사이클 샵에서 어떤 아이템이든 교환해 보자,text
$noun以上の$nounに参加して、$num位に$num回なろう,$1 이상의 $2에 참가하여 $3등을 $4번 하자,exp
ほわっとスマイル,부드러운 스마일,note
ハ♡トフェルトゥギフト,하♡트펠트 기프트,note
はじけてスマイル,튀어서 스마일,note
深染め、いろみぐさ,"짙은 물들임, 단풍",note
ソラを跳ね,하늘을 뛰어올라,note
ナチュラルモード,내추럴 모드,note
ぐうぜんBOOKS,우연 BOOKS,note
しじまに華ひととき,고요한 꽃의 한 때,note
花結びゆくゆく,꽃매듭 훗날,note
一番星の魔法,샛별의 마법,note
トリプルイルミネーション,트리플 일루미네이션,note
お揃いスナップ,맞춤 스냅,note
スプラッシュビート,스플래시 비트,note
はじまりのエピローグ,시작의 에필로그,note
冬街イルミネート,겨울 거리 일루미네이트,note
駅線上の日常,역 선상의 일상,note
つむぎ、まばゆく。星屑たち,"자아내는, 눈부신, 무수한 별들",note
こころ、えんにならんで,"마음, 둥그렇게 늘어서서",note
泡沫の石たちに乾杯,물거품이 된 돌들을 위하여 건배,note
天然色ピクニック,천연색 피크닉,note
音、雨、パシャ、リ,"소리, 비, 찰, 칵",note
まわる音色、君色のかおり,"돌아가는 음색, 네 빛깔의 향기",note
柔らかな微笑み,온화한 미소,note
淡雪の戯れ,얕게 깔린 눈에서의 장난,note
伸ばす手に乗せるのは,내민 손에 담는 것은,note
清閑に息をひそめて,청한하게 숨을 죽이고,note
手作りの心遣い,손수 만든 염려,note
マフラー直して、心は解けて,"머플러는 고치고, 마음은 풀리고",note
落下予測地点,낙하 예측 지점,note
インビジブルタイム,인비저블 타임,note
みんなと結んだもの,모두와 맺은 것,note
風野署長の一日勤務回想録,카자노 서장의 일일근무 회상록,note
星合アステリズム,별의 만남 아스테리즘,note
星掬い藍仰ぐ,별을 건져 쪽빛을 올려보다,note
宝石色のしおり,보석색 책갈피,note
水面を仰いで海の底,수면을 우러러 바다 밑바닥,note
克服の特訓,극복을 위한 특훈,note
遊び疲れて……,놀다 지쳐서......,note
魔法の階段を上って……,마법의 계단을 올라가서......,note
RPGのススメ,RPG 추천,note
クローズ・トゥ・ユー,클로즈 투 유,note
金色の元気いっぱいガール,금빛의 생기발랄한 걸,note
夏に恋するピチカート！,여름에 사랑하는 피치카토!,note
シュカのまにまに,초여름 가는대로,note
日々を紡ぐインヴェルノ,나날을 자아내는 인베르노,note
アイの誓い,사랑의 맹세,note
キネマ・リリックで夢見て,시네마 리릭으로 꿈꾸며,note
小さな夜のトロイメライ,작은 밤의 트로이메라이,note
チエルアルコは流星の,치엘아르코는 유성의,note
ハロー・ワールド,헬로 월드,note
スタァライトショウタイム,스타라이트 쇼타임,note
キャプテン★パンプキン,캡틴★펌킨,note
花笑み咲匂う,웃음꽃 피우는 향기,note
ああひかりよ,아아  빛이여,note
アップ・トゥ・ユー,업 투 유,note
友情の花吹雪,우정의 꽃보라,note
友達という灯り,친구라는 등불,note
アイムカミングスーン,아임 커밍 순,note
サンシャインシエスタ！,선샤인 시에스타!,note
ばりうまかブルース,겁나 맛있구마 블루스,note
月の浜辺で待っとって,달의 해변에서 기다려주소,note
風吹く丘にはよ来んね,바람 부는 언덕으로 빨리 와라잉,note
うちのリボンは恋結び,내 리본은 사랑매듭,note
心の鐘が鳴っとるけん,마음의 종이 울리고 있응께,note
ばってん長崎恋岬,겁나게 나가사키 코이미사키,note
ビ～♡バップ海岸,비~♡밥 해안,note
は～と♡に火をつけて,하~트♡에 불을 붙이고,note
猫道カントリー,고양이 길 컨트리,note
ふっふ～ん、ふふ～ん♪,"훗후~응, 후후~응♪",note
これ、なんの話～？,"이거, 무슨 얘기~?",note
夏、どがんね～？,"여름, 어떻당가~?",note
晴れ、よかばい～！,"맑아서, 좋구마이~!",note
やけん、なんの話～！？,"긍께, 무슨 얘기~!?",note
と～りゃんせ！,토~란세!,note
秋、どがんね～？,"가을, 어떻당가~?",note
冬、どがんね～？,"겨울, 어떻당가~?",note
トリッキーナイト,트리키 나이트,note
摩的・アンチテーゼ,마적 안티테제,note
パープル・ミラージュ,퍼플 미라주,note
フィドル・ファドル,피들 패들,note
真・TRAVELER,진 트래블러,note
裏腹あまのじゃく,정반대의 심술꾸러기,note
夕つ方まみみチック,저녁 때의 마미미틱,note
そのまみみ無気力につき,그 마미미 무기력해져서,note
ゴシックデコレーション,고딕 데코레이션,note
闇鍋上等,야미나베 상등급,note
夜夜中ワンダーラスト,한밤중의 원더러스트,note
きまぐれのめぐみ,변덕스러운 자비,note
デタラメハッシュタグ,엉터리 해시태그,note
スプリング・フィッシュ,스프링 피쉬,note
カラフルポップMIX,컬러풀 팝 MIX,note
アーリー・ナチュラリィ,얼리 내추럴리,note
イン・ザ・ピンク,인 더 핑크,note
アイドルのたまご,아이돌의 알,note
紺碧のボーダーライン,감벽의 보더라인,note
幸福のリズム,행복의 리듬,note
海と太陽のプロメッサ,바다와 태양의 프로메사,note
乙女と交わすTrick,소녀와 교차하는 Trick,note
秘めやかファンサービス,비밀스런 팬 서비스,note
ふれあい、おもいあい,"통하는 마음, 서로 간의 연모",note
雪染めロマンティカ,눈에 물든 로만티카,note
真紅一輪,진홍일륜,note
指先の煌めき,손끝의 반짝임,note
街角フラワーガーデン,길모퉁이 플라워 가든,note
月映えのソワレ,달그림자의 수아레,note
シー・イズ,쉬・이즈,note
雲間のモーメント,구름 사이의 모멘트,note
マジカル＊スカイレース,매지컬＊스카이 레이스,note
咲耶と摩美々のぶらり旅,사쿠야와 마미미의 훌쩍 여행,note
お試し／みつゴコロ,실험/비밀의 마음,note
それなら目をつぶりましょう,그렇다면 눈을 감읍시다,note
く　ら　く　ら,어 질 어 질,note
雨に祝福,비에 축복,note
カラフルメタモルフォーゼ,컬러풀 메타모르포제,note
雨色、上機嫌,"비색, 굉장히 좋은 기분",note
お願い、ただの少女がいい,"부탁이야, 평범한 소녀가 좋아",note
等身大のレイニーデイ,등신대의 레이니 데이,note
ハロー、私の「いつも通り」,"헬로, 나의 「언제나처럼」",note
賑やか四畳半,떠들썩한 넉장 반,note
プレゼントなら両手いっぱい,선물이라면 양손 가득,note
おはようと日向に手を振る,안녕 하고 양지에 손을 흔들다,note
輪になって,원이 되어서,note
メロウビート・スローダウン,멜로우비트 슬로우다운,note
霧・音・燦・燦,무・음・찬・찬,note
夕・音・鳴・鳴,석・음・명・명,note
菜・菜・輪・舞,채・채・윤・무,note
鱗・鱗・謹・賀,린・린・근・하,note
包・帯・組・曲,붕・대・조・곡,note
伝・伝・心・音,전・전・심・음,note
白・白・白・祈,백・백・백・기,note
天・天・白・布,천・천・백・포,note
霧・霧・奇・譚,무・무・기・담,note
娘・娘・謹・賀,낭・랑・근・하,note
潜・潜・夏・娘,잠・잠・하・랑,note
奇・綺・甘・甘,기・기・감・감,note
数・数・娘・娘,수・수・랑・랑,note
綿毛ノ想,솜털의 마음,note
娘・娘・金・魚,낭・랑・금・어,note
我・思・君・思,아・사・군・사,note
君・空・我・空,군・공・아・공,note
第２形態アーマードタイプ,제2 형태 아머드 타입,note
新装備・バブルバスター！,신장비・버블 버스터!,note
潮騒のシーショア,파도 소리의 시쇼어,note
エクストリーム・ブレイク！,익스트림・브레이크!,note
日刊ウィズ・ユー！,일간 위드・유!,note
マメ丸と一緒！,마메마루와 함께!,note
デコって！ハッピークッキー,예쁘게 꾸며줘! 해피 쿠키,note
キャッチ・ザ・フォール！,캐치・더・폴!,note
窓辺・サイレントタイム,창가・사일런트 타임,note
ヒーローインザパーク,히어로 인 더 파크,note
鉄板★絶品★海の家,철판★절품★바다의 집,note
雨のち、マイヒーロー,"비 온 뒤, 마이 히어로",note
ナツイロ☆アフタースクール,여름빛☆애프터 스쿨,note
続！（完全）燃焼,계속! (완전) 연소,note
放課後スノーガールズ！,방과 후 스노우 걸즈!,note
無敵の証！五紋章！,무적의 증표! 다섯 문장!,note
ホーカゴ・ア・ゴーゴー！,방과 후 어 고 고!,note
ちょこ色×きらきらロマン,쵸코색x반짝반짝 로망,note
あそ→と♡ちよこれいと,허둥→지둥♡치요코레엣,note
かきまぜたら＊ミルク,휘젓는다면＊밀크,note
プリティ・スイート,프리티 스위트,note
純真チョコレート,순진 초콜릿,note
よろしく♡めしませっ,잘♡드세욧,note
錯覚・Darling,착각 Darling,note
放課後★肝試しパニック,방과 후★담력 시험 패닉,note
桜餅マスター……？,사쿠라모찌 마스터......?,note
紅蘭偉魔空珠に挑め！,홍란위마공주에 도전하라!,note
おあがり←くらいまっくす,드세요←클라이맥스,note
kimagure全力ビート！,kimagure 전력 비트!,note
迷走チョコロード,샛길로 빠지는 초코 로드,note
Best☆Great☆サマー！,Best☆Great ☆서머!,note
ぐるもこ・まふ×２,빙글복실・머플러×２,note
茜色セレンディピティ,꼭두서니빛 세런디피티,note
ラムネ色の覚悟,라무네색 각오,note
とびっきりジンジャー,특출난 진저,note
曲がり角のランウェイ,전환점의 런웨이,note
誰が為シンパシー,누군가를 위한 심퍼시,note
秋陽のスケッチ,가을볕 스케치,note
バッドガールの羽ばたき,배드 걸의 날갯짓,note
オフデーゲーム,오프데이 게임,note
夏服にWINDYOU！,여름옷에 WIND YOU!,note
未知なるFROZEN,미지의 FROZEN,note
スリープオーバーベイビー,슬립오버 베이비,note
坂道だらけのこの街で,언덕길투성이인 이 거리에서,note
モーニング・グロウリー？,모닝・글로리?,note
意地っ張りサンセット,고집쟁이 선셋,note
３名様極楽旅行記,3인극락여행기,note
グッド・ラック・ボール,굿・럭・볼,note
杜野凛世の印象派,모리노 린제의 인상파,note
凛世花伝,린제화전,note
水色感情,물색 감정,note
十二月短篇,십이월 단편,note
われにかへれ,나에게 돌아오라,note
想ひいろは,추억은 가나다순,note
凛凛、凛世,"린린, 린제",note
微熱風鈴,미열풍경,note
ふらここのうた,그네의 노래,note
ふれんど日和,친구 사귀기 좋은 날,note
凛世夕町物語,린제 저녁 거리 이야기,note
常夏CLIMAX,늘여름 CLIMAX,note
夜明けの晩に,동 트는 밤에,note
日を食んで、夜を啜って,"낮을 먹고, 밤을 마시다",note
祝唄-hogiuta-,축가-hogiuta-,note
百色ふぉとぐらふ,백색 포토그래프,note
をとめ大学,소녀 대학,note
をとめ辞典,소녀 사전,note
アルティメットマーメイド,얼티밋 머메이드,note
メイドインナツハ,메이드 인 나츠하,note
ストイックトレーニング,스토익 트레이닝,note
カトレアの花言葉,카틀레아의 꽃말,note
鳥籠をひらいて,새장을 열고,note
熱血指導！,열혈지도!,note
遊びも本気で,놀 때도 진지하게,note
#ナッツ・チョコジェリー,#너츠・초코젤리,note
月刊CLIMAX,월간CLIMAX,note
虹待ちレインドロップ,무지개 기다리는 레인드롭,note
紅いろは、白,"무지개 빛깔은, 하얀색",note
スタンド・バイ,스탠・바이,note
夢追いランナバウト,꿈을 좇는 런어바웃,note
スタンバイオッケー,스탠 바이 오케이,note
ゆらゆらアクアリウム,흔들흔들 아쿠아리움,note
ないしょのスイーツ,비밀의 스위츠,note
お散歩サンライト,산책 선라이트,note
叶えて☆ゴールドフィッシュ,이루어 줘☆골드 피쉬,note
似合うかな？,어울릴까?,note
甜花ちゃんといっしょ☆,텐카쨩과 함께☆,note
ふたつの雨,두 개의 비,note
見つけたい、だけど……,"찾아내고, 싶지만……",note
幸せのりんご飴,행복의 사과사탕,note
まだ……寝ないから……,아직……안 잘거니까……,note
お菓子なティータイム,과자가득 티타임,note
ハッピーの答えはどこに？,해피의 답은 어디에?,note
秘密のがんばり,비밀의 노력,note
光の想い出,반짝이는 추억,note
冬の日の『贈り物』,겨울날의『선물』,note
事務所。静寂。大輪の華,사무소. 정적. 큰 송이 꽃,note
好きなものはなんですか？,좋아하는 것은 무엇인가요？,note
四夜一夜物語,사일야화,note
秘密のだらだらタイム,비밀의 축 늘어진 타임,note
シンメトリー・プールサイド,시메트리・풀사이드,note
氷上バンビーナ,빙상 밤비나,note
お日様染めのマリーナ,햇님색으로 물든 마리나,note
ストライク狙って,스트라이크를 노리고,note
彩りファッションドール,화려한 패션 돌,note
身支度はお任せ☆,몸단장은 맡겨줘☆,note
かしまし、みっつの願いごと,"떠들썩, 세 가지 소원",note
トゥインクル・トゥインクル,트윙클 트윙클,note
見果てぬ先のアヴァロン,끝없는 너머의 아발론,note
リトル・スターズ,리틀 스타즈,note
アイ・セーブ・ユー,아이 세이브 유,note
楽園に背く,낙원을 등지다,note
アイドルのたまご,햇병아리 아이돌,note
マイ・ピュア・ロマンス,마이 퓨어 로맨스,note
シークレット・ヒロイン,시크릿 히로인,note
サマーハニー・シーズン,서머 허니 시즌,note
はるかぜまち、1番地,"봄바람마을, 1번지",note
秋空と紅葉,가을 하늘과 단풍잎,note
マイフェイバリット,마이 페이버릿,note
一夏一刻物語,한여름 한때 이야기,note
よそゆき顔のセレナーデ,드러나는 얼굴의 세레나데,note
ワン・モア・フラワリング,원 모어 플라워링,note
先生のお時間,선생님의 시간,note
永遠のCarol,영원의 Carol,note
トキ・メキ・タコさん,두근두근 문어 씨,note
ウォーム・スノウ,웜 스노우,note
ドゥワッチャラブ！,두 왓차 러브!,note
夏空への挑戦,여름 하늘에 도전,note
ブルーミングハート,블루밍 하트,note
こころに恋,마음에 사랑,note
ジャンプ！スタッグ！！！,점프! 스택!!!,note
空と青とアイツ,하늘과 파랑과 그 녀석,note
不機嫌なテーマパーク,언짢은 테마파크,note
さかさま世界,거꾸로 세계,note
かしゃーんとがらがら,찰캉과 드르르륵,note
プレゼン・バトン！,프레젠 바톤!,note
あめ、ゆき、はれ,"비, 눈, 맑음",note
今日の手は空を切らない,오늘의 손은 허공을 가르지 않아,note
ゴースト・サイド！,고스트 사이드!,note
腹が減っては遊びはできぬ,배가 고파서는 놀 수 없다,note
花火の夜に……,불꽃놀이의 밤에……,note
オ♡フ♡レ♡コ,오♡프♡레♡코,note
アンシーン・ダブルキャスト,언씬・더블 캐스트,note
ザ・冬優子イズム,더 후유코이즘,note
水×天カイヤナイト,물×하늘 카이아나이트,note
スパイシーベリィデコレイト,스파이시 베리 데코레이트,note
ノー墨・勝者フェイス,노 먹・승자 페이스,note
＠ストーリィズ,@스토리즈,note
(ノージャンル)グラヴィティ,(노 장르)그라비티,note
ちょっとあげる～,조금 줄게~,note
メイ・ビー,메이 비,note
シャッターチャンス！？,셔터 찬스!?,note
気になる！？染めちゃう！？,궁금해!? 염색해버려!?,note
てへっ♪,테헷♪,note
ご褒美、いるよね♪,"보상, 필요하지♪",note
なるんじゃん？,될 거잖아?,note
うち来る～！？,우리집 올래~!?,note
エンジョイ！パーティ,엔조이! 파티,note
和泉流・書道心得,"이즈미류, 서예의 마음가짐",note
10個、光,"10개, 빛",note
途方もない午後,터무니없는 오후,note
まわるものについて,도는 것에 대하여,note
ハウ・アー・UFO,하우 아 UFO,note
がんばれ！ ノロマ号,힘내! 바보호,note
かっとばし党の逆襲,날려버린당의 역습,note
カラカラカラ,카라카라카라,note
ギンコ・ビローバ,긴코 빌로바,note
游魚,유어(游魚),note
閑話,한담,note
ポシェットの中には,핸드백 안에는,note
おみくじ結びますか,오미쿠지 묶으실래요?,note
パーティーのやくそく,파티 약속,note
きせつはアイスクリン,계절은 아이스크린,note
しかえし優等生,복수 우등생,note
とどけ！オトメ☆ファンファーレ,닿아라! 소녀들의☆팡파르,noun
今がキラキラ！思いっきりアイドル,이제 막 반짝반짝! 제멋대로 아이돌,noun
明日のアイドル一番星,내일의 아이돌 일등성,noun
歌ウンジャNIGHT？,노래 부르는 NIGHT?,noun
おはよう街角の朝ごはん,안녕!! 골목거리의 아침밥,noun
ハッピー元気Showパーリータイム,Happy 생기발랄 Show 파티타임,noun
夕方ワイド アイドル一番！,야간와이드 아이돌 제일!,noun
エレぇベスト,에레베스트,noun
踊っていいとも？増刊号,춤춰도 괜찮지? 증간호,noun
SPOTLIGHTのせいにして…,SPOTLIGHT를 위해서…,noun
iDOLBuffet アイドルビュッフェ,iDOLBuffet 아이돌 뷔페,noun
めざせアイドルNo.1,목표로 할 수 있는 아이돌 No. 1,noun
アイドルの女神様,아이돌의 여신님,noun
オールアイドル感謝FESTIVAL,ALL IDOL 감사FESTIVAL,noun
七彩メモリーズ,일곱빛깔 메모리즈,noun
歌姫楽宴,가희낙연,noun
今夜は帰りたくない！,오늘 밤은 돌아가고 싶지 않아!,noun
黒百合前で待ち合わせ,검은 백합 앞에서 만나기로 해,note
晴れ待ちのひと時,맑아짐을 기다리는 한 때,note
風がかけていくように,바람이 달려나가는 것처럼,note
ガシャを1回実行しよう（運命の出会いガシャを除く）,가챠를 1회 실행하자(운명의 만남 가챠 제외)
いずれかのアイドルのTrueEndを見よう,아무 아이돌의 TrueEnd를 보자
天井社長の$ukの宿題を全てクリアしよう,아마이 사장의 $1의 숙제를 모두 해결하자,exp
SRアイドルのみを編成しシーズン$num開催のオーディション「$uk」に合格しよう,SR아이돌만을 편성해 시즌$1 개최의 오디션 「$2」에 합격하자,exp
$ukのアイドルのみをサポートに編成した【$note】$nameをプロデュースして$noun以上のフェスアイドルを誕生させよう,$1의 아이돌만을 서포트에 편성한 【$2】$3를 프로듀스하여 $4 이상의 페스 아이돌을 탄생시키자,exp
$noun全員を編成して、$nounの$nounに参加して、$num位になろう,$1 전원을 편성해、$2의 $3에 참가해、 $4위가 되자,exp
