text,trans
ツナ缶さんと……コーンさんと……コンビーフさんと……輪になって……,참치캔님과…… 콘님과…… 콘비프님……원을 만들어……
ファンのみんなに、気持ち……届いたねっ……！,"팬 모두에게, 마음이……닿았었지……!"
プリンと……チョコプリン……\nあうう、選べない……\n……プロデューサーさん……どっちかしか……だめ？,"푸딩과…… 초콜렛 푸딩……\n아우우, 못 고르겠어……\n……프로듀서님……한 쪽밖에……안돼?"
プロデューサーさんはどのお菓子にしますか？\nいっぱいありますよ！,프로듀서님은 어떤 과자로 하실래요?\n많이 있어요!
三峰の好きなもの──よりもさ、三峰としては、\nＰたんの好きなものの話の方が気になっちゃうなーなんて！\nふふ、誤魔化してはないよぉ。話したいのは本当だもん,"미츠미네가 좋아하는 것──보다 말이야, 미츠미네로서는,\nP땅이 좋아하는 거에 대한 이야기가 더 신경쓰일지도ー헤헷!\n 후후, 얼버무리려고 그러는 게 아냐. 이야기하고 싶은 건 사실인걸"
割と、髪下ろすと印象変わるねって言われるんですが……\nどうでしょうか？　えへへ……,"의외로, 머리를 내리면 인상이 바뀐다고 하는데……\n어떨까요? 에헤헤……"
十三夜の……月よ……\n叶うなら……\n叶うなら……──,십삼야의……달이여…… \n이뤄진다면…… 이뤄진다면……
嬉しいわ！\nでも……もっともっと上を目指していくわ！,기뻐!\n하지만……더욱 더 위를 목표로 하자!
甘奈の写真、ツイスタにアップしたいんだ～\nプロデューサーさんはどれがいいと思う？\n一緒に選んでくれたら嬉しいなっ☆,"아마나의 사진, 트위스터에 올리고 싶어~\n프로듀서님은 어떤 게 좋다고 생각해?\n함께 골라주면 기쁠 거야☆"
私のチョコはいつだってとって\nおきです！　よろしくお味見い\nかがでしょうか！,제 초콜렛은 언제라도 준비되어 있어요!\n아무쪼록 맛있게 맛봐주세요!
絶対に諦めないわ！\n練習あるのみよ……！,절대로 포기하지 않아!\n연습할 뿐이야……!
──私たちの世界へようこそ\n歓迎するよ、お客人,"우리들의 세계에 어서 오시길\n환영해, 손님"
いつも頑張る我らがＰたんに朗報！\n──三峰はぁ、Ｐたんにちょっかいかけてもらうの、\nそんなに嫌いじゃないようです！　……えへへ,"언제나 노력하는 우리들의 P땅에게 희소식!\n──미츠미네는, P땅이 참견하는 걸,\n그렇게 싫어하지 않는 것 같습니다!……에헤헤"
え～！　お昼買ってくるの忘れちゃったの！？\nそれじゃ、甘奈、今日はお弁当持って来てるから\nわけてあげるっ！,"에~! 점심 사 오는 거 잊어 버렸어!?\n그러면, 아마나, 오늘 도시락 가지고 왔으니까\n나눠줄게!"
ひとり、アナタのことを想う。……とても幸せな時間だ\nけれど、アナタと語らうひと時には敵わない\nだから……さあ、私と話をしないかい？,"혼자, 당신을 생각해. ……무척 행복한 시간이야\n하지만, 당신과 이야기를 주고 받는 순간을 이길 순 없어 \n그러니까…… 자, 나랑 얘기하지 않을래?"
みんなで集まると、騒がしいし大変だけど……\nこのメンバーでよかった、会えてよかったって思ってるよ\n……もちろん、アンタにもだからな……！,"모두가 모이면, 소란스럽고 큰일이지만……\n이 멤버라 다행이다, 만날 수 있어서 좋았다고 생각하고 있어\n……물론, 너도 마찬가지니까……!"
チョコはもちろん好きですけど、ケーキもアイスもクッキーも、\nお団子とか練り切りとかも大好きですよ\n美味しいものって、正義ですから！,"초콜릿은 물론 좋아하지만, 케이크도 아이스크림도 쿠키도, \n경단이라든가 생과자도 정말 좋아해요\n맛있는 것은, 정의니까요!"
プロデューサーさん、今日は、感謝の気持ちばっかりで……,"프로듀서님, 오늘은, 감사하는 마음뿐……"
プロデューサーさん、甘奈をここまで育ててくれてありがとっ,"프로듀서님, 아마나를 여기까지 키워줘서 고마워"
三峰の好きなものはぁ……\nアンティーカと、事務所のみんなと……プロデューサー\n──２８３プロにいられるのが、何よりも幸せなの,"미츠미네가 좋아하는 건……\n안티카랑, 사무소의 모두랑……프로듀서\n283 프로에 있을 수 있는 것이, 무엇보다도 행복해"
今の甘奈たちは無敵だよね☆　プロデューサーさん！,지금의 우리는 무적이지☆프로듀서님!
今の甘奈だったら、どこまでも行ける気がするよー！,"지금의 아마나라면, 어디까지라도 도달할 수 있을 것 같은 기분이 들어―!"
今日は……冬のお話をしましょう……\n土の下で……\nたくさんのいのちが……夢を見るお話……,오늘은……겨울 이야기를 해요……\n땅 밑에서……\n많은 생명들이……꿈을 꾸는 이야기……
未来のこと、考えたことなんてなかったんですケド……\n今は、未来でもこうやって笑ってられたらいい──\nなぁんて、思うんですよねー,"미래에 대해 생각해본 적 없었는데요……\n지금은, 미래에도 이렇게 웃을 수 있으면 좋겠다──\n뭐 이런 생각을 하게 되네요―"
真乃とめぐるは、私にとっての光なんです\n私でも誰かの隣にいられるんだって、教えてくれたから──\n……巡り合わせてくれたこと、感謝しているんですよ,"마노와 메구루는, 제게 있어서 빛이에요\n저도 누군가의 곁에 있을 수 있다는 걸, 가르쳐줬으니까──\n……만나게 해주신 것, 감사하고 있어요"
自分の選択を、誇れるように……！,"자신의 선택을, 자랑할 수 있도록……!"
誰かを幸せにするのが、アイドルですから……！,"누군가를 행복하게 하는 것이, 아이돌이니깐……!"
隣にいると、もっと頑張りたいな、もっと頑張るぞって、\n自然と気合が入っちゃうんです！　だから、\nプロデューサーさんの隣って、パワースポットなんですよ！,"옆에 있으면, 좀 더 노력하고 싶고, 더 열심히 해야겠다라고,\n자연스레 기합이 들어가버려요! 그러니까,\n프로듀서님 옆자리는, 파워 스팟이에요!"
あ、なーちゃ……あれ……？\n……に、にへへ……\nなーちゃんとプロデューサーさん……間違えちゃった……,"아, 나-쨔……어라……?\n……니, 니헤헤……\n나쨩이랑 프로듀서님……착각해버렸어……"
みんなが一緒にいてくれて、プロデューサーさんが\n応援してくれていたら──\n私のクライマックスは、まだまだ終わらないんです！,"모두가 함께 있어 주고, 프로듀서님이\n응원해 주신다면──\n제 클라이막스는, 아직 끝나지 않아요!"
よく笑うようになったって言ってもらえることが増えたんです\n……その。きっと……プロデューサーのおかげだから……\n……だから、頼りになるプロデューサーだと、思っています,"잘 웃게 됐다는 말을 듣는 일이 늘었어요\n……그. 분명…… 프로듀서 덕분이니까……\n……그러니까, 의지가 되는 프로듀서라고, 생각하고 있어요"
んふふ～！　ありがと～！\nはぁ～～ライブ終わってほしくなか～～！！,응후후~! 고마워~!\n하아~~라이브가 안 끝났으면 좋것어야~~!!
憂鬱だと思っていた雨の時間……最近は、雨上がりの空気を\n待つようになりました。──人は、小さなきっかけで、\nこんなにも大きく変わってしまうものなんですね,"우울하다고 생각했던 비 내리는 시간……최근에는, 비가 갠 뒤의 공기를 기다리게 되었어요.──사람은, 작은 계기로 인해 이렇게도 크게 바뀌어 버리는군요"
最近はやりたいことがあっても\n無理しないようにしてるっす。ケガとかしたら\nプロデューサーさんに迷惑かけちゃうっすから,요즘은 하고싶은 일이 있어도\n무리하지 않도록 하고 있슴다. 다치거나 하면\n프로듀서님에게 폐를 끼쳐 버리니까요
鰯雲です……\nふふ……\nお腹が……鳴っております……,권적운입니다……\n후후……\n배에서……소리가 납니다……
──不甲斐ないです,──한심스럽네요
お疲れさまっ、プロデューサー！　あのね、\n後でホットミルク作ろうと思うんだけど、一緒にどうかな？\nはちみつ入りなの！　すっごく元気が出るんだよーっ,"수고했어, 프로듀서! 저기,\n다음에 핫밀크 만들려고 하는데, 같이 어때?\n벌꿀 들어간 거야! 굉장히 힘이 날 거야"
夜の街は、眩しくて、暗いから……\n色んなこと、隠してくれたんです\nだからまみみは、夜に迷っていたのかも,"밤의 거리는, 눈부시고, 어두우니까……\n여러 가지 것들을, 숨겨줘요\n그래서 마미미는, 밤에 헤매고 있었는지도 몰라요"
普通にテレビ局入れたり、雑誌に載ったりさ\nいや、マジほんとヤバいよね！\nやっぱアイドルってすっごいわ！,"평범하게 방송국에 들어가고, 잡지에 실리고 말야\n아니, 레알 진짜 대박이네\n역시 아이돌은 굉장해!"
あら、そもそも理由なんて\n必要かしら？\n戦って、勝ちたいことに,"어머, 애당초 이유 같은 게\n필요할까?\n싸워서, 이기고 싶다는 것에"
あの……\nまたみんなで……頑張ります……！,저……\n또 모두 함께……힘낼게요……!
ほんとにふゆが、すごいアイドルになれるのかなって……\nたまに、たまに、だけど、不安になるの\nでも、あんたはふゆをスカウトしてくれたから……信じたい,"정말 후유가, 굉장한 아이돌이 될 수 있을까 하고……\n가끔, 가끔씩, 이지만, 불안해져\n하지만, 네가 후유를 스카우트 해줬으니까……믿고 싶어"
お菓子でも、『同じかまのごはん』になりますか……？\nあたし、プロデューサーさんと一緒に\n駄菓子のヨーグルトを食べたいです！,"과자라도, 한솥밥으로 쳐주나요……?\n저, 프로듀서님과 함께\n막과자 요구르트를 먹고 싶어요!"
プロデューサー、いつもありがとう！\n……えへへー！　こういうことをすぐに言えるのって、\nすっごく素敵なことだなって思ったんだ！　だからだよーっ,"프로듀서, 항상 고마워!\n……에헤헤! 이런 말을 바로 할 수 있다는 건,\n굉장히 멋진 일이구나 하고 생각했어! 그래서 그래"
甘奈ちゃんと、甜花ちゃんと……プロデューサーさんと\n私がこうしてここにいることは、運命なんだって\n思ってしまうのは……大げさでしょうか？,"아마나쨩과 텐카쨩과……프로듀서님과\n제가 이렇게 여기에 있는 게,\n운명이라고 생각하는 건……지나친 생각일까요?"
……あ……プロデューサーさん……おはよ……\n……おやすみなさい……\n……あと、５分だけ……,"…… 아……프로듀서님……안녕……\n……안녕히 주무세요……\n……앞으로, 5분만……"
……！　よかった……\nちゃんとできてたんだ！,……! 다행이다……\n제대로 했구나!
あ、あれ……！？\n──でも、足りないってわかったなら頑張るだけです……！,"어, 어라……!?\n──하지만, 부족하다는 것을 알았다면 열심히 할 뿐이에요……!"
あたしは、もっともっとたくさんの人を笑顔にしたいです！\nでも、ひとりじゃぜんぜんパワーが足りません\nだから、プロデューサーさん、ずっと一緒に戦いましょう！,"저는, 좀더 좀더 많은 사람을 미소짓게 만들고 싶어요!\n하지만, 혼자서는 파워가 너무 부족해요\n그러니까, 프로듀서님, 계속 함께 싸워요!"
あともう少し……何が足りなかったんだろう……！,앞으로 조금……무엇이 부족했던걸까……!
いい感じだわ、プロデューサー\nだけど、最高のパフォーマンスのためには\n適度な休息が不可欠よ。少し休憩しましょう！,"좋은 느낌이야, 프로듀서\n하지만 최고의 퍼포먼스를 위해서는\n적당한 휴식이 필수야. 잠깐 쉬자!"
いえーい\nまぁこれくらいは、フツーですケドねー,"예ー\n뭐 이 정도는, 보통이지만요―"
うち、結構いいとこいけたと思たばってん……\nまだまだレッスン頑張らんといかんねー,"나, 꽤 괜찮았다고 생각했었는데……\n아직 레슨 열심히 해야겠네―"
お疲れさまです、プロデューサーさんっ\nあの……鳩さんに会いに、公園へ行きませんか？\nプロデューサーさんと一緒にお散歩できたらうれしいですっ,"수고하셨어요, 프로듀서님\n저기…… 비둘기씨를 만나러 공원에 가지 않으실래요?\n프로듀서님과 함께 산책한다면 기쁠 것 같아요"
お疲れ様、プロデューサー\nアナタはいつも、私のために頑張ってくれるけれど……\nたまには、アナタのリラックスした顔も見たいな,"수고했어, 프로듀서\n당신은 항상 나를 위해 노력해주지만…… \n가끔은 당신의 릴랙스한 얼굴도 보고 싶어"
この間、コーヒーに挑戦してみたの\nやっぱり苦くて、あんまりたくさんは飲めなくって……\nそしたら灯織が代わってくれたんだ、えへへ,"얼마 전 커피에 도전해봤어\n역시 씁쓸해서, 너무 많이는 마실 수 없어서……\n그랬더니 히오리가 자기 거랑 바꿔줬어, 에헤헤"
ね～ね～\n今、うれしか～？\nね～今～、ね～～プロデューサー！,"있잖아~저기~ 지금, 기쁘당가~?\n저기~~ 지금~, 저기~~ 프로듀서!"
ウォント・ミー\n──捕まえられたらの\n話ですケド,원트·미\n──잡을 수 있을 때의\n이야기지만요
コデマリさんに……教えてあげましょう……\n夏のお話……\n空と……海が……おでこをくっつけるお話……,공조팝나무씨에게……가르쳐 주도록 해요……\n여름의 이야기……\n하늘과…… 바다가……이마를 맞댄 이야기……
プロデューサー、マジサンキュね！\nプロデューサーがいなきゃ、うち、\nちょー苦労してたと思う！,"프로듀서, 진짜 고마워!\n프로듀서가 없었다면, 나,\n완전 고생했을 거라고 생각해!"
プロデューサー！\nいつからそこに……！,프로듀서!\n언제부터 거기에……!
一生懸命がんばりましたが\n……もっともっと、できることが……,"열심히 노력했습니다만\n…… 좀 더 좀 더, 할 수 있는일이……"
全力で戦えました！\n次は合格できるように、もーっと頑張ります！,전력으로 싸웠어요!\n다음 번에는 합격할 수 있도록 더욱 열심히 할게요!
日頃から食事には気を遣うようにしてます\n栄養のバランスが偏ると、活動にも影響しますからね\nプロデューサーも、気を付けた方がいいですよ,"평소부터 식사에는 신경 쓰고 있어요\n영양의 밸런스가 치우치면, 활동에도 영향을 주니까요\n프로듀서도 신경 쓰는 편이 좋아요"
甘奈、できたんだね……！\nえへへ……本当に、よかった……！,"아마나, 해냈구나……!\n헤헤…… 정말, 다행이다……!"
甜花ね……いっぱい、いっぱい、頑張れた……\nだから……にへへ、いっぱい、嬉しい……,"텐카~…… 정말, 정말, 열심히 했어……\n그러니까…… 니헤헤, 정말, 기뻐……"
窓の外って色んな人が見えるから楽しいっすよね！\nプロデューサーさんも一緒にどっすか？,창 밖은 여러 사람이 보여서 즐겁네요!\n프로듀서님도 함께 어떻슴까?
諦めるの……甜花、得意で、慣れてて……楽だけど……\nでも、好きじゃないし……\n諦めたくないことも、たまに……ある、かも……,"포기하는 거…… 텐카, 잘하고, 익숙해서……편하지만……\n하지만 좋아하지 않고……\n포기하고 싶지 않은 것도, 가끔……있을지도……"
負けた……のかな……\nお、終わりたくないよ……！,"진……건가……\n끄, 끝내고 싶지 않아……!"
……、うそ、優勝？　私が……！？\n────よしっ……！,"……,거짓말, 우승? 내가……!?\n────앗싸……!"
あとちょびっとだったんだけどな～……,앞으로 조금이었는데 말야~……
あと一歩でしたね……惜しかったです,앞으로 한 걸음이었지요……아쉬웠어요
あの……私の話し方って、どう思いますか？\nちょっと、キツめというか、厳しい……ですよね\n直したいんですけど……どうしたらいいか……,"저……제 말투에 대해서 어떻게 생각하세요?\n조금, 팍팍하다고 할까, 냉엄……한 거겠죠\n고치고 싶지만……어떻게 해야 좋을지……"
あー……\nうちが足引っ張んなきゃ完璧、だった系……？,"아ー……\n내가 발목잡지 않았으면 완벽, 했던 느낌……?"
うちも……\nうちだって、負けてなかったもんね！,"나도……\n나도, 지지 않았으니까!"
うちらの咆哮が\n世界を灯す──,우리들의 포효가\n세계를 밝힌다──
ここまでか……\nでも、ここへ来れてよかった,"여기까지인가……\n하지만, 여기까지 올 수 있어서 좋았어"
ふふ……次、がんばらなきゃ……,후후……다음도 열심히 해야……
ふゆなんて、こんなものよ,후유는 이 정도라고
またみんなで来ようね！\nお仕事じゃなかったら、\nプロデューサーも遊べるでしょ？,"다 같이 또 오자!\n일이 아니면,\n프로듀서도 놀 수 있잖아?"
まだまだ……\n成すべきことが……あるのでしょう……,아직……\n해야 할 일이……\n있는 거겠죠……
もうすぐ……発売日……\n甜花の大好きな……超大作シリーズの、新作……\nだから、今日のお仕事は……いっぱい、頑張る……！,"이제 곧……발매일……\n텐카가 정말 좋아하는…… 초대작 시리즈의, 신작……\n그러니까, 오늘 일은……엄청, 열심히 할 거야……!"
トップアイドルを目指すなら、くじけていられないわね！,"톱 아이돌을 목표로 한다면, 좌절하고 있을 수 없지!"
ファンのみなさんの笑顔、とてもよく見えました\nきっと、感謝の気持ち、届きましたよね……！,"팬들의 미소가 매우 잘 보였어요\n분명, 감사의 마음이 전해졌겠죠……!"
プロデューサープロデューサー。余計なお世話かなーとは\n思うんだけどさ、根詰めすぎないようにね？\n……三峰だって、大事な人の心配ぐらいするんだから,"프로듀서 프로듀서. 쓸데없는 참견이라고 생각하지만,\n너무 심하게 몰두하지 말라구?\n……미츠미네도, 소중한 사람 걱정 정도는 하니까"
ヤッバ！,이런!
今日は……秋のお話をしましょう……\nオジギソウのみなさんが……\n月に……お辞儀するお話……,오늘은……가을의 이야기를 해요……\n미모사 분들이……\n달에게…… 인사하는 이야기……
合格できて嬉しい\nこれでまた１歩、トップアイドルへの道を進める,합격할 수 있어서 기뻐\n이것으로 톱 아이돌의 길에서 또 한 걸음 나아갔어
手応えは、あったんだけど……\nまたレッスンしなくちゃ……,"반응은, 있었지만……\n레슨을 더 해야겠어……"
目を閉じたら……\n甘～い夢、見られるかな？,눈을 감으면……\n달콤~한 꿈을 꿀 수 있을까?
んふふ～\n『うまか～』か『うれしか～』\nうちとおる時はどっちかやけん、約束～！,"응후후~ 『맛있어부러~』거나 『기뻐부러~』\n내랑 있을 때는 둘 중 한쪽이니께, 약속~!"
……あと１歩だったのに……\nここまでの悔しさは……感じたことなかったな,……앞으로 한 걸음이었는데…… \n이 정도의 분함은……느껴본 적 없어
……ふふ、悪い子の大勝利ですー,"…… 후후, 나쁜 아이의 대승리예요―"
……へ？\n……えっと……ふ、ふゆが、一番、なの……？,"……헤?\n……저기……후, 후유가, 일등, 이야……?"
……楽しかった……\n……楽しかったって言ってんの！,……즐거웠어……\n……즐거웠다고!
……次のためにも、今からもっとレッスンしますねっ,"……다음을 위해서도, 지금부터 더 레슨할게요"
あと一歩届きませんでした…。次はもっと頑張ります！,마지막 한 발짝이 닿지 않았어요…. 다음엔 더 노력할 거예요!
ありがとう……！\n最高の栄誉だわ！,고마워……!\n최고의 영광이야!
うぅ……,우우……
え……\nもう、終わりなの……？,"에……\n벌써, 끝이야……?"
えっへへー\nレッスンの成果、出てきてるね☆,"엣헤헤―\n레슨의 성과, 나오고 있네☆"
ここまでこれただけでもヤバいけどさ\nやっぱ、優勝したかった……かな,"여기까지 온 것만으로도 대박이지만 말야\n역시, 우승하고 싶었던 걸까……"
この前のお休み、甜花ちゃんと一緒にお菓子作ったんだよ！\n上手にできたから、持ってきちゃった\nはい！　どーぞ☆　プロデューサーさん！　えへへ,"저번 휴가 때, 텐카쨩과 함께 과자 만들었어!\n잘 된 것 같아서 가져와버렸어\n자! 먹어봐☆ 프로듀서님! 에헤헤"
これ……お姫様みたい……\nにへへ……甜花は、お布団の国の……お姫様……,"이거…… 공주님 같아……\n니헤헤…… 텐카는, 이불 나라의…… 공주님……"
とっても嬉しいですっ！\n本番でも、みんなを笑顔にしちゃいます♡,"엄청 기뻐요! \n실전에서도, 모두를 미소짓게 해버릴게요♡"
どんな夜明けも、\nプロデューサーさんと一緒なら\n大丈夫だから……,"어떤 새벽도,\n프로듀서님과 함께라면 괜찮으니까……"
なんだろう……\nこの、熱いの……胸、いっぱいなの……,"뭘까…… \n이, 뜨거운 거……가슴 속, 가득해……"
ねぇねぇ、次の衣装のイメージって、決まってたりする！？\nもし、まだだったら、甘奈\nちょっと使ってみたいモチーフがあるんだよね！,"있지 있지, 다음 의상의 이미지는, 정해져 있거나 해!?\n 만약, 아직이라면, 아마나\n조금 사용해 보고 싶은 모티프가 있어!"
ふゆより可愛いとか、歌が上手いとか、そんな子もいるかも\nでも……あんたはふゆのプロデューサーなんだから、\nよそ見してたら許さないんだからね！,"후유보다 귀엽다든지, 노래를 잘 한다든지, 그런 아이도 있을지도 몰라\n하지만……넌 후유의 프로듀서니까,\n한눈 팔면 용서 안 할 거니까!"
まだまだ！,아직 멀었어!
もう１歩のところで……,이제 한 걸음 남았는데……
やった……！　にへへ……甜花……勝ったんだよね……,해냈다……!니헤헤…… 텐카…… 이긴거지……
やったわね！　プロデューサー！\n私もアナタに負けていられないわ……\nうふふ、一緒にレベルアップしていきましょうね！,"해냈네! 프로듀서!\n나도 당신에게 지지 않아……\n우후후, 함께 레벨업해 나가자!"
やったわ！\n本番も完璧なステージにするわよ！,해냈어!\n실전도 완벽한 스테이지로 만들자!
やったー！　褒めてもらえたよー！\n本番はもっともっと楽しいステージにしたいなー！,해냈다―! 칭찬받았어!\n실전은 더더욱 즐거운 스테이지로 만들고 싶네―!
よ、よかった……っ\nみんなと力を合わせて……本番も──っ,"다, 다행이다……\n모두와 힘을 합해……실전도"
よかったぁ……！\nみんな、楽しんでくれたってことですよね……！,"다행이다……!\n모두, 즐겨줬다는 거네요……!"
わぁ……ふふっ……\nみなさんに……ありがとう……,와아……후훗……\n모두들……고마워요……
わたしたちが一番きらきらできたってこと……？\n……わーっ！　頑張ってよかったー！,우리가 제일 반짝반짝 했었다고……?\n…… 와아! 열심히 하길 잘 했어-!
わたしたちだけの……秘密です……\nコデマリさんが……\n寂しがっていること……,저희들만의……비밀이에요……\n공조팝나무씨가……\n외로워하고 있다는 것……
わたしと一緒に楽しいこと探すっす！,저랑 함께 즐거운 일을 찾는 검다!
アイドルなんて、アタシのガラじゃない\n……けど、何かに向かってがむしゃらに突っ走るのは、\n結構好き……だと、思う,"아이돌같은 건, 내게 적합하지 않아\n……하지만, 무언가를 향해 힘차게 달리는 것은,\n꽤 좋아해……그렇다고 생각해"
プロデューサー、事務所でペット飼いませんかぁ？\n爬虫類がおすすめですよー\n可愛いし、エサの頻度も少ないし、何より可愛いのでー,"프로듀서, 사무실에서 애완동물 키우지 않을래요?\n파충류를 추천해요―\n사랑스럽고, 먹이주는 빈도도 적고, 무엇보다도 귀여우니깐―"
プロデューサーさん、いつもふゆのこと見てくれて\nありがとうございます！\n……ふふっ、これからも、よろしくお願いします♡,"프로듀서님, 언제나 후유를 봐주셔서 감사해요!\n…… 후훗, 앞으로도, 잘 부탁드려요♡"
プロデューサーに会うまでは……\n私には、足りないものも、できないことも\nなかったはずなんですよねー,"프로듀서를 만나기 전까지는……\n제게는, 부족한 것도, 할 수 없는 것도 없었을 텐데 말이죠―"
プロデューサー！　お願いがあるの！\n今から一緒にお茶とかどうかな！？\nわたし、もっとプロデューサーとお話がしたいんだ！,"프로듀서! 부탁이 있어!\n지금부터 함께 차 마시면 어떨까!?\n나, 좀 더 프로듀서와 이야기를 하고 싶어!"
三峰のハートを温めてくれちゃ\nう優しい人は誰？　\n……ほら、教えてよ,"미츠미네의 하트를 녹여 주는 상냥한 사람은 누구야?\n……자, 가르쳐줘"
上手くできたっすね,잘 된 것 같네요
今ならきっと、歩き出せる気がする\nアタシは……前に進みたい,"지금이라면 분명, 걸어갈 수 있을 것 같아\n나는……앞으로 나아가고 싶어"
今日もアナタと仕事ができたこと、とても光栄に思うよ\n明日も、明後日も、その先も……\nアナタの隣で、アイドルであり続けたい,"오늘도 당신과 일을 할 수 있다는 것, 매우 영광으로 생각해\n내일도, 모레도, 그 앞도……\n당신 옆에서 계속 아이돌로 있고 싶어"
全力を出せたので、悔いはありません\nでも……えへへ、ちょっとショックだなぁ……,"최선을 다했으므로 후회는 없어요\n하지만…… 에헤헤, 조금 쇼크네……"
客席にも、ステージにも、笑顔が溢れて……\n本当に、かけがえのない時間だったよ,"객석에도, 스테이지에도, 미소가 흘러넘쳐……\n정말로, 둘도 없는 시간이었어"
残念だけれど、これが今の私の実力ってことね……,"아쉽지만, 이것이 지금의 나의 실력이라는 거네……"
決勝のステージ、立ちたかったな……,"결승 스테이지, 서고 싶었는데……"
甜花……頑張ったけど\nやっぱり……まだまだ、だね……,"텐카…… 노력했지만\n역시…… 아직, 멀었구나……"
真乃とめぐる……\nふたりと一緒なら\nどこまでだって！,마노랑 메구루……\n두 사람과 함께라면 어디까지라도!
私、ダメだったんですねー……,"저, 안 됐던 거군요……"
風の鈴……\n心……燃えるような音……,풍령……\n마음이……불타는 듯한 소리……
う、うれしい……！\nふふ……！,"기, 기뻐……!\n후후……!"
えぇ～、結構、イケてたと思ってたのに～\nま、あとで反省会すっか～,"에에~, 꽤 괜찮았다고 생각했었는데~\n뭐, 나중에 반성회할까~"
おっ、お疲れ～、プロデューサー\nうち、こんなカンジだけど、\nまーヨロシクね～,"옷, 수고~, 프로듀서\n나, 이런 느낌이지만, 뭐―잘 부탁해~"
まだまだこんなものじゃない。もっと上を目指すわ！,이 정도로 끝이 아니야. 좀 더 위를 목표로 하겠어!
もとより、届かぬ、運命だったのでしょう……,"원래, 닿지 않는, 운명이었던 거겠지요……"
わあ……！\nえへへっ、あたしたちは最高で、ナンバーワン、です……！,"와아……!\n에헤헤, 우리들은 최고로, 넘버원, 이에요……!"
アンタにはいつも助けられてばっかで……その、悪い\n──え……お、お礼の方がいいとか言うな！　誰かを頼りに\nするとか……そういうの、あんまり慣れてねーんだよ……！,"네게 항상 도움받기만 해서…… 그, 미안해\n──에……'고마워'가 더 좋다든가 하는 말 하지마! 누군가를 의지하고……\n그런 건, 그다지 익숙하지 않다고……!"
プロデューサーさん、マメ丸と遊びませんか！？\nうちの家族はみーんな、マメ丸と遊ぶと元気になるんです！\nお散歩もあわせると、効果はもーっと上がります！,"프로듀서님, 마메마루와 놀지 않으실래요?\n우리 가족은 모두 마메마루와 놀면 건강해져요!\n산책도 하면 효과가 더욱 올라가요!"
放物線と……約束したの……\nいつか逆さになって\n空にさわろうって……,포물선과…… 약속했어……\n언젠간 거꾸로 되어서 하늘에 닿자고……
白い……白い……コデマリさん……──\n病院に……咲いているんです……\n小さい頃から……ずっと一緒で……,하얗고……하얀……공조팝나무씨……──\n병원에……피어 있어요……\n어렸을 적부터……쭉 함께……
私のこれからについて……\nアナタは、どんな未来図を描いているのかな\n未来の私は、アナタを笑顔にさせられているだろうか,"나의 앞으로의 미래에 대해서……\n당신은, 어떤 미래도를 그리고 있을까\n미래의 나는, 당신을 미소짓게 만들고 있을까"
連れていって……\n空の奥まで……二万マイル……──,데려가……\n하늘의 안쪽까지……2만마일……
──はっ！　プロデューサーさん……！？\n違うんです、これは決してつまみ食いとかではなくて、\n美味しいチョコに失礼をしないためのですね──！,"──핫! 프로듀서님……!?\n아니에요, 이건 절대 군것질이 아니라,\n맛있는 초콜릿에게 실례를 범하지 않기 위한 거라구요!"
『最上、最愛、最高潮！　団結力ナンバーワンッ！』\nえへへっ、あたしたちが出てきた時に言うんです！\nジャスティスＶみたいに、カッコよく登場するんですよ！,"『최상, 최애, 클라이맥스! 단결력 넘버원!』\n에헤헤, 우리가 나갔을 때 하는 거예요!\n저스티스V처럼 멋있게 등장하거든요!"
いえ……わざわざ申し上げることでは……\n──桜が……咲いております……\nプロデューサーさま……,아니요……일부러 말씀드리는 것은……\n──벚꽃이……피었습니다……\n프로듀서님……
え？　今、優勝って言った？　言ったよね？\nヤバい！　マジでどうしよ！？,에? 방금 우승이라고 한 거야? 그런 거지?\n대박! 리얼 어떡하지!?
っ……！　……切り替え切り替えっ……！,읏……! ……전환 전환……!
ふふふっ……\nみんなの……思い出……,후후훗……\n모두의……추억……
ほわっ、たくさん頑張ってよかったですっ,"호왓, 열심히 노력하길 잘 했어요"
わ……！　よかったです……\nわたしも……力になれてるのかなって……,와……! 다행이에요……\n저도……힘이 되고 있는걸까 했는데……
アイドルになって、たくさん、たーっくさん！\n楽しいことや、わくわくすることが増えました！\nプロデューサーさんに、いっぱいいっぱいお話したいです！,"아이돌이 되고, 많이, 많~이!\n재밌는 일이나, 두근두근 하는 일이 늘어났어요!\n프로듀서님께, 잔뜩 잔뜩 얘기하고 싶어요!"
アタシは何になれるのか、\nそれは、\nまだわかんねーけど──……,"내가 무엇이 될 수 있을까,\n그건, 아직 모르겠지만──……"
チョコアイドル園田智代子！\nやみつきにさせてみせますよ！,쵸코 아이돌 소노다 치요코!\n중독되게 만들어 보이겠어요!
プロデューサーさんが\n私を見つけてくれたんです,프로듀서님이\n저를 찾아 주셨어요
前に進みたいって、\nもっと頑張ってみたいって思ったんだ,"앞으로 나아가고 싶다고,\n더 열심히 해 보고 싶다고 생각했어"
次でラスト……よっし……やり切るわ！,다음으로 라스트……좋아……해 낼게!
甘くて最高な私のステージ、\nもっともーっと届けたいです！,"저의 달콤한 최고의 스테이지,\n좀 더 많이 전하고 싶어요!"
