text,trans,type
紺碧のボーダーライン,감벽의 보더라인,card
幸福のリズム,행복의 리듬,card
海と太陽のプロメッサ,바다와 태양의 프로메사,card
乙女と交わすTrick,소녀와 교차하는 Trick,card
秘めやかファンサービス,비밀스런 팬 서비스,card
ふれあい、おもいあい,"통하는 마음, 서로 간의 연모",card
雪染めロマンティカ,눈에 물든 로만티카,card
真紅一輪,진홍일륜,card
指先の煌めき,손끝의 반짝임,card
街角フラワーガーデン,길모퉁이 플라워 가든,card
月映えのソワレ,달그림자의 수아레,card
シー・イズ,쉬・이즈,card
雲間のモーメント,구름 사이의 모멘트,card
マジカル＊スカイレース,매지컬＊스카이 레이스,card
咲耶と摩美々のぶらり旅,사쿠야와 마미미의 훌쩍 여행,card
お試し／みつゴコロ,실험/비밀의 마음,card
それなら目をつぶりましょう,그렇다면 눈을 감읍시다,card
く　ら　く　ら,어 질 어 질,card
雨に祝福,비에 축복,card
カラフルメタモルフォーゼ,컬러풀 메타모르포제,card
雨色、上機嫌,"비색, 굉장히 좋은 기분",card
お願い、ただの少女がいい,"부탁이야, 평범한 소녀가 좋아",card
等身大のレイニーデイ,등신대의 레이니 데이,card
ハロー、私の「いつも通り」,"헬로, 나의 「언제나처럼」",card
賑やか四畳半,떠들썩한 넉장 반,card
プレゼントなら両手いっぱい,선물이라면 양손 가득,card
おはようと日向に手を振る,안녕 하고 양지에 손을 흔들다,card
輪になって,원이 되어서,card
メロウビート・スローダウン,멜로우비트 슬로우다운,card
霧・音・燦・燦,무・음・찬・찬,card
夕・音・鳴・鳴,석・음・명・명,card
菜・菜・輪・舞,채・채・윤・무,card
鱗・鱗・謹・賀,린・린・근・하,card
包・帯・組・曲,붕・대・조・곡,card
伝・伝・心・音,전・전・심・음,card
白・白・白・祈,백・백・백・기,card
天・天・白・布,천・천・백・포,card
霧・霧・奇・譚,무・무・기・담,card
娘・娘・謹・賀,낭・랑・근・하,card
潜・潜・夏・娘,잠・잠・하・랑,card
奇・綺・甘・甘,기・기・감・감,card
数・数・娘・娘,수・수・랑・랑,card
綿毛ノ想,솜털의 마음,card
娘・娘・金・魚,낭・랑・금・어,card
我・思・君・思,아・사・군・사,card
君・空・我・空,군・공・아・공,card
第２形態アーマードタイプ,제2 형태 아머드 타입,card
新装備・バブルバスター！,신장비・버블 버스터!,card
潮騒のシーショア,파도 소리의 시쇼어,card
エクストリーム・ブレイク！,익스트림・브레이크!,card
日刊ウィズ・ユー！,일간 위드・유!,card
マメ丸と一緒！,마메마루와 함께!,card
デコって！ハッピークッキー,예쁘게 꾸며줘! 해피 쿠키,card
キャッチ・ザ・フォール！,캐치・더・폴!,card
窓辺・サイレントタイム,창가・사일런트 타임,card
ヒーローインザパーク,히어로 인 더 파크,card
鉄板★絶品★海の家,철판★절품★바다의 집,card
雨のち、マイヒーロー,"비 온 뒤, 마이 히어로",card
ナツイロ☆アフタースクール,여름빛☆애프터 스쿨,card
続！（完全）燃焼,계속! (완전) 연소,card
放課後スノーガールズ！,방과 후 스노우 걸즈!,card
無敵の証！五紋章！,무적의 증표! 다섯 문장!,card
ホーカゴ・ア・ゴーゴー！,방과 후 어 고 고!,card
ちょこ色×きらきらロマン,쵸코색x반짝반짝 로망,card
あそ→と♡ちよこれいと,허둥→지둥♡치요코레엣,card
かきまぜたら＊ミルク,휘젓는다면＊밀크,card
プリティ・スイート,프리티 스위트,card
純真チョコレート,순진 초콜릿,card
よろしく♡めしませっ,잘♡드세욧,card
錯覚・Darling,착각 Darling,card
放課後★肝試しパニック,방과 후★담력 시험 패닉,card
桜餅マスター……？,사쿠라모찌 마스터......?,card
紅蘭偉魔空珠に挑め！,홍란위마공주에 도전하라!,card
おあがり←くらいまっくす,드세요←클라이맥스,card
kimagure全力ビート！,kimagure 전력 비트!,card
迷走チョコロード,샛길로 빠지는 초코 로드,card
Best☆Great☆サマー！,Best☆Great ☆서머!,card
ぐるもこ・まふ×２,빙글복실・머플러×２,card
茜色セレンディピティ,꼭두서니빛 세런디피티,card
ラムネ色の覚悟,라무네색 각오,card
とびっきりジンジャー,특출난 진저,card
曲がり角のランウェイ,전환점의 런웨이,card
誰が為シンパシー,누군가를 위한 심퍼시,card
秋陽のスケッチ,가을볕 스케치,card
バッドガールの羽ばたき,배드 걸의 날갯짓,card
オフデーゲーム,오프데이 게임,card
夏服にWINDYOU！,여름옷에 WIND YOU!,card
未知なるFROZEN,미지의 FROZEN,card
スリープオーバーベイビー,슬립오버 베이비,card
坂道だらけのこの街で,언덕길투성이인 이 거리에서,card
モーニング・グロウリー？,모닝・글로리?,card
意地っ張りサンセット,고집쟁이 선셋,card
３名様極楽旅行記,3인극락여행기,card
グッド・ラック・ボール,굿・럭・볼,card
杜野凛世の印象派,모리노 린제의 인상파,card
凛世花伝,린제화전,card
水色感情,물색 감정,card
十二月短篇,십이월 단편,card
われにかへれ,나에게 돌아오라,card
想ひいろは,추억은 가나다순,card
凛凛、凛世,"린린, 린제",card
微熱風鈴,미열풍경,card
ふらここのうた,그네의 노래,card
ふれんど日和,친구 사귀기 좋은 날,card
凛世夕町物語,린제 저녁 거리 이야기,card
常夏CLIMAX,늘여름 CLIMAX,card
夜明けの晩に,동 트는 밤에,card
日を食んで、夜を啜って,"낮을 먹고, 밤을 마시다",card
祝唄-hogiuta-,축가-hogiuta-,card
百色ふぉとぐらふ,백색 포토그래프,card
をとめ大学,소녀 대학,card
をとめ辞典,소녀 사전,card
アルティメットマーメイド,얼티밋 머메이드,card
メイドインナツハ,메이드 인 나츠하,card
ストイックトレーニング,스토익 트레이닝,card
カトレアの花言葉,카틀레아의 꽃말,card
鳥籠をひらいて,새장을 열고,card
熱血指導！,열혈지도!,card
遊びも本気で,놀 때도 진지하게,card
#ナッツ・チョコジェリー,#너츠・초코젤리,card
月刊CLIMAX,월간CLIMAX,card
虹待ちレインドロップ,무지개 기다리는 레인드롭,card
紅いろは、白,"무지개 빛깔은, 하얀색",card
スタンド・バイ,스탠・바이,card
夢追いランナバウト,꿈을 좇는 런어바웃,card
スタンバイオッケー,스탠 바이 오케이,card
ゆらゆらアクアリウム,흔들흔들 아쿠아리움,card
ないしょのスイーツ,비밀의 스위츠,card
お散歩サンライト,산책 선라이트,card
叶えて☆ゴールドフィッシュ,이루어 줘☆골드 피쉬,card
似合うかな？,어울릴까?,card
甜花ちゃんといっしょ☆,텐카쨩과 함께☆,card
ふたつの雨,두 개의 비,card
見つけたい、だけど……,"찾아내고, 싶지만……",card
幸せのりんご飴,행복의 사과사탕,card
まだ……寝ないから……,아직……안 잘거니까……,card
お菓子なティータイム,과자가득 티타임,card
ハッピーの答えはどこに？,해피의 답은 어디에?,card
秘密のがんばり,비밀의 노력,card
光の想い出,반짝이는 추억,card
冬の日の『贈り物』,겨울날의『선물』,card
事務所。静寂。大輪の華,사무소. 정적. 큰 송이 꽃,card
好きなものはなんですか？,좋아하는 것은 무엇인가요？,card
四夜一夜物語,사일야화,card
秘密のだらだらタイム,비밀의 축 늘어진 타임,card
シンメトリー・プールサイド,시메트리・풀사이드,card
氷上バンビーナ,빙상 밤비나,card
お日様染めのマリーナ,햇님색으로 물든 마리나,card
ストライク狙って,스트라이크를 노리고,card
彩りファッションドール,화려한 패션 돌,card
身支度はお任せ☆,몸단장은 맡겨줘☆,card
かしまし、みっつの願いごと,"떠들썩, 세 가지 소원",card
トゥインクル・トゥインクル,트윙클 트윙클,card
見果てぬ先のアヴァロン,끝없는 너머의 아발론,card
リトル・スターズ,리틀 스타즈,card
アイ・セーブ・ユー,아이 세이브 유,card
楽園に背く,낙원을 등지다,card
アイドルのたまご,햇병아리 아이돌,card
マイ・ピュア・ロマンス,마이 퓨어 로맨스,card
シークレット・ヒロイン,시크릿 히로인,card
サマーハニー・シーズン,서머 허니 시즌,card
はるかぜまち、1番地,"봄바람마을, 1번지",card
秋空と紅葉,가을 하늘과 단풍잎,card
マイフェイバリット,마이 페이버릿,card
一夏一刻物語,한여름 한때 이야기,card
よそゆき顔のセレナーデ,드러나는 얼굴의 세레나데,card
ワン・モア・フラワリング,원 모어 플라워링,card
先生のお時間,선생님의 시간,card
永遠のCarol,영원의 Carol,card
トキ・メキ・タコさん,두근두근 문어 씨,card
ウォーム・スノウ,웜 스노우,card
ドゥワッチャラブ！,두 왓차 러브!,card
夏空への挑戦,여름 하늘에 도전,card
ブルーミングハート,블루밍 하트,card
こころに恋,마음에 사랑,card
ジャンプ！スタッグ！！！,점프! 스택!!!,card
空と青とアイツ,하늘과 파랑과 그 녀석,card
不機嫌なテーマパーク,언짢은 테마파크,card
さかさま世界,거꾸로 세계,card
かしゃーんとがらがら,찰캉과 드르르륵,card
プレゼン・バトン！,프레젠 바톤!,card
あめ、ゆき、はれ,"비, 눈, 맑음",card
今日の手は空を切らない,오늘의 손은 허공을 가르지 않아,card
ゴースト・サイド！,고스트 사이드!,card
腹が減っては遊びはできぬ,배가 고파서는 놀 수 없다,card
花火の夜に……,불꽃놀이의 밤에……,card
オ♡フ♡レ♡コ,오♡프♡레♡코,card
アンシーン・ダブルキャスト,언씬・더블 캐스트,card
ザ・冬優子イズム,더 후유코이즘,card
水×天カイヤナイト,물×하늘 카이아나이트,card
スパイシーベリィデコレイト,스파이시 베리 데코레이트,card
ノー墨・勝者フェイス,노 먹・승자 페이스,card
＠ストーリィズ,@스토리즈,card
(ノージャンル)グラヴィティ,(노 장르)그라비티,card
ちょっとあげる～,조금 줄게~,card
メイ・ビー,메이 비,card
シャッターチャンス！？,셔터 찬스!?,card
気になる！？染めちゃう！？,궁금해!? 염색해버려!?,card
てへっ♪,테헷♪,card
ご褒美、いるよね♪,"보상, 필요하지♪",card
なるんじゃん？,될 거잖아?,card
うち来る～！？,우리집 올래~!?,card
エンジョイ！パーティ,엔조이! 파티,card
和泉流・書道心得,"이즈미류, 서예의 마음가짐",card
10個、光,"10개, 빛",card
途方もない午後,터무니없는 오후,card
まわるものについて,도는 것에 대하여,card
ハウ・アー・UFO,하우 아 UFO,card
がんばれ！ ノロマ号,힘내! 바보호,card
かっとばし党の逆襲,날려버린당의 역습,card
カラカラカラ,카라카라카라,card
ギンコ・ビローバ,긴코 빌로바,card
游魚,유어(游魚),card
閑話,한담,card
ポシェットの中には,핸드백 안에는,card
おみくじ結びますか,오미쿠지 묶으실래요?,card
パーティーのやくそく,파티 약속,card
きせつはアイスクリン,계절은 아이스크린,card
しかえし優等生,복수 우등생,card
黒百合前で待ち合わせ,검은 백합 앞에서 만나기로 해,card
晴れ待ちのひと時,맑아짐을 기다리는 한 때,card
風がかけていくように,바람이 달려나가는 것처럼,card
W.I.N.G.$sepのプロデュースで$rank以上のフェスアイドルを$num$sep誕生させよう,W.I.N.G. 편의 프로듀스로 $1 이상의 페스 아이돌을 $2명 탄생시키자,
Landing Point編をクリアしよう,Landing Point 편을 클리어 하자,
未読の4コマ漫画を1つ見よう,아직 읽지 않은 4컷 만화를 1편 보자,
アイドルをホームユニットに編成しよう,아이돌을 홈 유닛으로 편성하자,
1日1回10連無料ガシャを1回実行しよう,1일 1회 10연 무료 가챠를 1회 실행하자,
プロフィールでお気に入りのアイドルを設定しよう,프로필에서 마음에 드는 아이돌을 설정하자,
初心者ミッションを全て達成しよう,초보자 미션을 모두 달성하자,
グレードフェスに参加して、1位に$num回なろう,"그레이드 페스에 참가하여, 1위를 $1회하자",
W.I.N.G.攻略ミッションを全て達成しよう,W.I.N.G. 공략 미션을 모두 달성하자,
あは～、プロデューサーって\nいつも雛菜のことで\n雛菜よりうれしそうだね～？,"아하~, 프로듀서는\n언제나 히나나 일로\n히나나보다 더 기뻐 보이네~?",text
うちの勢いはまだまだ止まらんよ！\nやけん、うちにまかせとってね\nプロデューサー！,"나의 기세는 아직 멈추지 않어야!\n긍께, 나헌테 맡겨보드라고\n프로듀서!",text
ここはあくまで通過点──……\nだけど、そうね……アナタには\nお礼を言いたいわ、ありがとう,"여기는 어디까지나 통과 지점……\n하지만, 그렇네……당신에게는\n감사를 표하고 싶어, 고마워",text
ここまで……参りました……\nそのことが……\n誇らしく……,여기까지……나아왔습니다……\n그 사실이……\n자랑스러워서……,text
なんか……\nふふっ\nありがと,뭔가……\n후훗\n고마워,text
ぴぇ！？　や、やった……！\n──あっ、い、いえ……！\nこのくらい当然です！,"삐에!? 해, 해냈어……!\n──앗, 아, 아뇨……!\n이 정도는 당연하죠!",text
ふゆならこれぐらいできて当たり前\n──って何よ、その不満そうな顔は\n喜べって？　……甘やかさないでよね,"후유라면 이 정도 할 수 있는 건 당연하지\n──근데 뭐야, 그 불만스러운 얼굴은\n기뻐하라고? ……우습게 보지 마",text
まだまだこれからだよ！　でも、これまで駆け抜けてきたのも本当だから……プロデューサー、ありがとう！,"아직 지금부터야! 하지만 지금까지 달려온 것도 사실이니까…… 프로듀서, 고마워!",text
やったぞえらいぞーって、褒めたくて\n自分のこと、それから\nプロデューサーさんのことも,"해냈어, 훌륭해 라고, 칭찬해주고 싶어\n나 자신을, 그리고\n프로듀서도",text
トン……トン……\n前に……前に……\nこのまま……一歩ずつ……♪,톡……톡……\n앞으로……앞으로……\n이대로……한 걸음씩……♪,text
ファンのみなさんが好きでいてくれる『風野灯織』のことは、少しだけ、認められるようになりました,"팬 분들이 좋아해주시는 『카자노 히오리』를, 조금은 인정할 수 있게 됐어요",text
プロデューサーさん。甘奈ね\nちょっとだけふたご座の輝きに\n近づけた気がするよ……！,프로듀서님. 아마나 있잖아\n조금은 쌍둥이자리의 빛에\n가까워진 기분이 들어……!,text
プロデューサーに褒めてもらえると、\n調子乗っちゃうじゃん～？　けど……\nアイドルも地道な努力が大切なんだね,"프로듀서한테 칭찬받으면,\n신바람이 나잖아~? 그래도……\n아이돌도 꾸준한 노력이 중요한 거구나",text
今は私も……少しだけ、羽ばたけるようになったって……そう思います……\nプロデューサーさんのおかげですっ,지금은 저도……조금은 날개짓 할 수 있게 되었다고……그렇게 생각해요……\n프로듀서님 덕분이에요,text
今回は、いつもと少し趣向を変えて\n──褒めてほしい、なんてワガママは\n聞いてもらえるだろうか……？,"이번엔, 평소랑 조금 취향을 바꿔서\n──칭찬해달라는 어리광\n들어줄 수 있을까……?",text
前に進めてるって……\n成長できてるって、アンタが\n言うなら、そうなのかもな,"앞으로 나아가고 있다고……\n성장하고 있다고, 네가\n말한다면, 그럴지도 모르겠네",text
前より強くなった気がするんですっ！　だから……っ！　もっともっともーっと強くなって、それで──！,"전보다 강해진 기분이 들어요! 그러니까…… 좀더 좀더 좀더 강해져서, 그래서……!",text
努力に意味とかないですよ\nそれを褒めるのって身内だけでしょ？\n……私は結果がまあまあなら十分です,노력에 의미 같은 건 없어요\n그걸 칭찬하는 건 가족들이나 하는 거죠\n……저는 결과가 그럭저럭이기만 하면 충분해요,text
受けたご恩はきっちり覚えておりますよ？　だからこそ、立派になった姿を見せてるわけですから──なんてね！,"받은 은혜는 충분히 기억하고 있다구요? 그러니까, 훌륭해진 모습을 보여드리고 있는 거예요──막 이러고 말야!",text
甜花、最近、ひとりで起きられる……\nこれって……プロデューサーさんの\nおかげ……？,"텐카, 요즘 혼자 일어날 수 있어……\n이건……\n프로듀서님 덕분……?",text
私、頑張ったと思いませんかぁ？\n……ってことで\nご褒美のお寿司、待ってまぁす,"저, 열심히 했다고 생각하지 않으세요?\n……그러니까\n상으로 초밥, 기다리고 있을게요",text
迷っても、悩んでも\nそれでも前に進んでこれたんだなって\nプロデューサーさんのおかげですよ！,"망설이고, 고민하고\n그래도 앞으로 나아갈 수 있었던 건\n프로듀서님 덕분이에요!",text
面白いこと！　\nもっと！\nもっと！,재밌는 일!\n좀 더!\n좀 더!,text
思い出レベルが高いほど、思い出アピールが強くなりますよ～オーディションでも強力な武器になりますね,"추억 레벨이 높을 수록, 추억 어필이 강해져요~ 오디션에서 강력한 무기가 되죠",text
アイドルとの朝コミュや約束コミュで親愛度を上昇させて、思い出レベルを上げてみましょう♪,"아이돌과의 아침 커뮤나 약속 커뮤로 친애도를 상승시켜, 추억 레벨을 올려 봐요♪",text
得意ジャンルをしっかり伸ばして、オーディションで高アピールを狙えるようにするのが『W.I.N.G.』優勝への第一歩ですよ～,"특기 장르를 확실히 늘려, 오디션에서 높은 어필을 노리는 것이 『W.I.N.G.』우승의 첫걸음이예요~",text
レッスンやお仕事でプロデュースアイドルの得意ジャンルを積極的に伸ばしましょう♪,레슨이나 영업으로 프로듀스 아이돌의 특기 장르를 적극적으로 늘립시다♪,text
流行雑誌を上手く活用すれば、重要なタイミングで得意ジャンルを流行1位にして、オーディションを有利に進められますよ～,"유행 잡지를 능숙하게 활용하면, 중요한 타이밍에 특기 장르를 유행 1위로 해서, 오디션을 유리하게 만들수있어요~",text
『W.I.N.G.』で勝利するには得意ジャンルが流行1位だと有利ですよ～困ったら流行雑誌を使ってみてくださいね,『W.I.N.G.』에서 승리하려면 특기 장르가 유행 1위일 때 유리해요~ 곤란하면 유행 잡지를 사용해주세요,text
『W.I.N.G.』優勝おめでとうございます♪これでオーディションの攻略にも自信が付きましたね～,『W.I.N.G.』우승 축하합니다♪ 이것으로 오디션 공략에도 자신감이 붙었어요~,text
リサイクルショップでアイテムをどれか一つ交換してみよう,리사이클 샵에서 어떤 아이템이든 교환해 보자,text
$nameのファン人数が$num万人を突破した証,$1의 팬수가 $2만명을 돌파했다는 증명,
$nameのファン人数が$num億人を突破した証,$1의 팬수가 $2억명을 돌파했다는 증명,
いずれかのアイドルのTrueEndを見よう,아무 아이돌의 TrueEnd를 보자,
ガシャを1回実行しよう（運命の出会いガシャを除く）,가챠를 1회 실행하자(운명의 만남 가챠 제외),
とどけ！オトメ☆ファンファーレ,닿아라! 소녀들의☆팡파르,audition
今がキラキラ！思いっきりアイドル,이제 막 반짝반짝! 제멋대로 아이돌,audition
明日のアイドル一番星,내일의 아이돌 일등성,audition
歌ウンジャNIGHT？,노래 부르는 NIGHT?,audition
おはよう街角の朝ごはん,안녕!! 골목거리의 아침밥,audition
ハッピー元気Showパーリータイム,Happy 생기발랄 Show 파티타임,audition
夕方ワイド アイドル一番！,야간와이드 아이돌 제일!,audition
エレぇベスト,에레베스트,audition
踊っていいとも？増刊号,춤춰도 괜찮지? 증간호,audition
SPOTLIGHTのせいにして…,SPOTLIGHT를 위해서…,audition
iDOLBuffet アイドルビュッフェ,iDOLBuffet 아이돌 뷔페,audition
めざせアイドルNo.1,목표로 할 수 있는 아이돌 No. 1,audition
アイドルの女神様,아이돌의 여신님,audition
オールアイドル感謝FESTIVAL,ALL IDOL 감사FESTIVAL,audition
七彩メモリーズ,일곱빛깔 메모리즈,audition
歌姫楽宴,가희낙연,audition
今夜は帰りたくない！,오늘 밤은 돌아가고 싶지 않아!,audition
THE LEGEND,THE LEGEND,audition
LET's SAY HELLO!!,LET's SAY HELLO!!,audition
POP-ON！,POP-ON！,audition
HOPPINJAM,HOPPINJAM,audition
NEWBE@T,NEWBE@T,audition
G.R.A.D.を$num回優勝しよう,G.R.A.D.를 $1회 우승하자,
G.R.A.D.を$num回クリアしよう,G.R.A.D.를 $1회  클리어 하자,
ファン感謝祭を$num回クリアしよう,팬 감사제를 $1회  클리어 하자,
LandingPointを$num回クリアしよう,LandingPoint를 $1회  클리어 하자,
LandingPointのライブを$num回大成功させよう,LandingPoint의 라이브를 $1회 대성공하자,
"いずれかのアイドルをプロデュースして、Vo.$num以上のフェスアイドルを誕生させよう","아무 아이돌을 프로듀스하여 Vo.$1 이상의 페스 아이돌을 탄생시키자",
"いずれかのアイドルをプロデュースして、Da.$num以上のフェスアイドルを誕生させよう","아무 아이돌을 프로듀스하여 Da.$1 이상의 페스 아이돌을 탄생시키자",
"いずれかのアイドルをプロデュースして、Vi.$num以上のフェスアイドルを誕生させよう","아무 아이돌을 프로듀스하여 Vi.$1 이상의 페스 아이돌을 탄생시키자",
シーズン$numを$num回クリアしよう,시즌$1을 $2회 클리어 하자,
W.I.N.G.決勝に$num回進出しよう,W.I.N.G 결승에 $1회 진출하자,
いずれかのアイドルのTrueEndを$num回見よう,아무 아이돌의 True End를 $1회 보자,
シーズン$num開催のオーディション「$audition」に$num回合格しよう,시즌$1 개최의 오디션 「$2」에 $3회 합격하자,
シーズン$num開催の特別オーディション「$audition」に$num回合格しよう,시즌$1 개최의 특별 오디션 「$2」에 $3회 합격하자,
予選オーディションに$num回合格しよう,예선 오디션에 $1회 합격하자,
$rankの$nounで$num位に$num回なろう,$1의 $2에서 $3위를 $4회 하자,
$rank以上の$nounで$num位に$num回なろう,$1 이상의 $2에서 $3위를 $4회 하자,
$rankの$nounに参加して、$num位以上に$num回なろう,$1의 $2에 참가해 $3위 이상을 $4회 하자,
$rank以上の$nounに参加して、$num位に$num回なろう,$1 이상의 $2에 참가해 $3위를 $4회 하자,
$rankの$nounに参加して、「$noun」を$num回達成しよう,$1의 $2에 참가해 「$3」을 $4회 달성하자,
FesToursで$numSTAGEを突破する,FesTours에서 $1STAGE를 돌파한다,
Fes Toursで$numSTAGEを突破する,Fes Tours에서 $1STAGE를 돌파한다,
Extremeライブに$num回勝利する,Extreme 라이브에서 $1회 승리한다,
ライブアイテムを$num個使用する,라이브 아이템을 $1개 사용한다,
STAGE$numで登場するExtremeライブに勝利する,STAGE$1에서 등장하는 Extreme 라이브에서 승리한다,
FesToursの$nounライブに$num回勝利する,FesTours의 $1 라이브에서 $2회 승리한다,
ライブ本番で会場ボルテージの目標を$num回達成しよう,라이브 실전에서 회장 열기의 목표를 $1회 달성하자,
楽曲熟練度の合計レベルを$numにしよう,악곡 숙련도의 합계 레벨을 $1으로 만들자,
楽曲課題を$num個クリアしよう,악곡 과제를 $1개 클리어 하자,
グレードフェスに参加して、スターを累計$num個獲得しよう,"그레이드 페스에 참가하여, 스타를 누계 $1개 획득하자",
【グレードLv.$num】グレードフェスに参加して、スターを累計$num個獲得しよう,"【그레이드 Lv.$1】그레이드 페스에 참가하여, 스타를 누계 $2개 획득하자",
$uk特別ミッションを全て達成しよう,$1 특별 미션을 모두 달성하자,
$nameをプロデュースして$rank以上のフェスアイドルにしよう,$1를 프로듀스하여 $2 이상의 페스아이돌로 만들자,
グレードフェスでトップアイドルを目指しましょう,그레이드 페스에서 톱 아이돌을 목표로 해봅시다,text
シナリオイベントやアイドルコミュを読んでPレベルを上げましょう,시나리오 이벤트나 아이돌 커뮤니케이션을 읽고 P레벨을 높입시다,text
初心者ミッションを全てクリアする,초보자 미션을 모두 클리어한다,text
WINGミッションを全てクリアする,WING 미션을 모두 클리어한다,text
True研修を全てクリアする,True 연수를 모두 클리어한다,text
フェスツアーズ,페스 투어즈,text
GRAD優勝,GRAD 우승,text
感謝祭MVP,감사제 MVP,text
WING優勝,WING 우승,text
WINGミッション,WING 미션,text
初心者ミッション,초보자 미션,text
WINGを$nameで優勝する,WING을 $1로 우승한다,
フェスリハ$ukをクリア,페스 리허설 $1를 클리어,
最高到達グレードが$num,최고 도달 그레이드가 $1,
感謝祭でMVPを$nameで取る,감사제에서 MVP를 $1로 받는다,
GRADで$nameが優勝する,GRAD에서 $1로 우승한다,
LPで大成功を$nameで取る,LP에서 대성공을 $1로 한다,
全国制覇を$1回成し遂げる,전국 제패를 $1회 이룩한다,
グレ$num,그레$1,
フェスリハ$uk,페스리허설 $1,
$nameをプロデュースして$rank以上のフェスアイドルにしよう,$1를 프로듀스해서 $2 이상의 페스 아이돌로 만들자,
プロデューサーLvを$numにしよう,프로듀서 Lv을 $1(으)로 만들자,
『Landing Point』編をクリアしましょう,『Landing Point』편을 클리어 합시다,text
『G.R.A.D.』編で優勝しましょう,『G.R.A.D.』편에서 우승합시다,text
ファン感謝祭編をクリアしましょう,팬 감사제편을 클리어 합시다,text
初心者ミッションでSSRガシャチケットをGETしましょう,초보자 미션에서 SSR 가챠 티켓을 GET합시다,text
TrueEnd研修でお好きなSSRアイドルをGETしましょう,TrueEnd 연수로 좋아하는 SSR 아이돌을 GET합시다,text
W.I.N.G.攻略ミッションでS-SSRガシャチケットをGETしましょう,W.I.N.G. 공략 미션으로 S-SSR 가챠 티켓을 GET합시다,text
