name,trans
【シャイニーサマー】有栖川 夏葉,【샤이니 서머】 아리스가와 나츠하
1stシーズンの水着。ビターカラーもマストバイ,1st 시즌의 수영복. 비터 컬러도 머스트 바이
【ジャージ】有栖川 夏葉,【저지】 아리스가와 나츠하
水色ジャージ。最高のパフォーマンスを演出,물색 저지. 최고의 퍼포먼스를 연출
【ミッドナイトモンスター】有栖川 夏葉,【미드나잇 몬스터】 아리스가와 나츠하
トリック・オア・トリート！\n危険なのはあっちよ,트릭 오어 트릿!\n위험한 건 저쪽이야
【ホーリーナイトケープ】有栖川 夏葉,【홀리나잇 케이프】 아리스가와 나츠하
メリークリスマス！\nあの星は私のものよ！,메리 크리스마스!\n저 별은 내 거야!
【パジャマ・デ・ワンワン】有栖川 夏葉,【파자마 데 왕왕】 아리스가와 나츠하
スリープオーバー。\nカトレアみたいにふわふわよ,슬립 오버.\n카틀레아처럼 푹신푹신해
【オーバーキャストモノクローム】有栖川 夏葉,【오버 캐스토 모노크롬】 아리스가와 나츠하
ワンステップ。雲の上、虹の向こう、夢の先まで,"원 스텝. 구름 위, 무지개 너머, 꿈의 저편까지"
【ファッショナブルサマー】有栖川 夏葉,【패셔너블 서머】 아리스가와 나츠하
サマーダイブ！　ピンクフラミンゴもマストバイ,서머 다이브! 핑크 플라밍고도 머스트 바이
【イノセントセーラー】有栖川 夏葉,【이노센트 세일러】 아리스가와 나츠하
ビー・アンビシャス。\nあの海に向かって叫べ！,비 앰비셔스. \n저 바다를 향해 소리 질러!
【サンセットスカイパッセージ】有栖川 夏葉,【선셋 스카이 패시지】 아리스가와 나츠하
スタッカート。『きっと、なれるわ』,"스타카토. 『분명, 될 수 있어』"
【リフレッシュサマー】有栖川 夏葉,【리프레쉬 서머】 아리스가와 나츠하
マジックアワー。スポーティビキニもマストバイ,매직 아워. 스포티 비키니도 머스트 바이
【ブレイブソウルサラウンド】有栖川 夏葉,【브레이브 소울 서라운드】 아리스가와 나츠하
５ピース★イエローネイル握って,5 피스★옐로우 네일을 찍어
【アンユージュアルアワー】有栖川 夏葉,【언유즈얼 아워】 아리스가와 나츠하
【特集】得意分野だって言ったでしょう？,【특집】 특기 분야라고 말했잖아?
ウィッシュフルリリー,위시풀 릴리
ドルミールポピー,도미르 포피
エンジェリックリボン,엔젤릭 리본
スウィーティーブラックナース,스위티 블랙 너스
【シャイニーサマー】大崎 甘奈,【샤이니 서머】 오사키 아마나
1stシーズンの水着。もちろんおそろだよ☆,1st 시즌의 수영복. 물론 맞춤이야☆
【ジャージ】大崎 甘奈,【저지】 오사키 아마나
水色ジャージ。さすがにデコらないよ☆,물색 저지. 역시 데코는 안해☆
【ミッドナイトモンスター】大崎 甘奈,【미드나잇 몬스터】 오사키 아마나
トリック・オア・トリート！\nお札は取っちゃダメ！,트릭 오어 트릿\n부적은 떼면 안돼!
【ホーリーナイトケープ】大崎 甘奈,【홀리나잇 케이프】 오사키 아마나
メリークリスマス！\n甜花ちゃんに何あげよっかな～,메리 크리스마스!\n텐카쨩한테 뭐 줄까~
【キューティータイムスイーツ】大崎 甘奈,【큐티타임 스위츠】 오사키 아마나
お菓子なティータイム。\n☆あまなあまあま☆,과자가득 티타임.\n☆아마나 달달☆
【オーバーキャストモノクローム】大崎 甘奈,【오버 캐스토 모노크롬】 오사키 아마나
ワンステップ。一緒に見たい、空の上,"원 스텝. 같이 보고 싶어, 하늘 위"
【ファッショナブルサマー】大崎 甘奈,【패셔너블 서머】 오사키 아마나
サマーダイブ！　☆ふわふわフリル☆,서머 다이브! ☆폭신폭신 프릴☆
【イノセントセーラー】大崎 甘奈,【이노센트 세일러】 오사키 아마나
ビー・アンビシャス。\n純白のハートを君に向けて,비 앰비셔스. \n순백의 하트를 네게 향해
【サンセットスカイパッセージ】大崎 甘奈,【선셋 스카이 패시지】 오사키 아마나
スタッカート。キミと飛ぶ空はきっと晴れて,스타카토. 너와 나는 하늘은 틀림없이 맑아서
【リフレッシュサマー】大崎 甘奈,【리프레쉬 서머】 오사키 아마나
マジックアワー。遊ぼう太陽がリボン色になるまで,"매직 아워. 놀자, 태양이 리본색이 될 때까지"
【サクラノスプリング】大崎 甘奈,【벚꽃의 스프링】 오사키 아마나
うららかに。ジェリー、ふわり花咲く,"화창하게. 젤리, 활짝 꽃피다"
デビリッシュフューチャー,데빌리시 퓨처
ポッピンジューシー,팝핀 쥬시
プレシャスドールボンネット,프레셔스 돌 보닛
スウィートパティシエール,스위티 파티시엘
【シャイニーサマー】大崎 甜花,【샤이니 서머】 오사키 텐카
1stシーズンの水着。サングラスをよく落とす,1st 시즌의 수영복. 선글라스를 자주 떨어뜨린다
【ジャージ】大崎 甜花,【저지】 오사키 텐카
水色ジャージ。すぐバテるけどやる気はある,물색 저지. 금방 피로해지지만 의지는 있다
【ミッドナイトモンスター】大崎 甜花,【미드나잇 몬스터】 오사키 텐카
トリック・オア・トリート！\n帽子を飛ばすと　すごく　やばい,트릭 오어 트릿!\n모자를 날리면 아주 위험해
【ホーリーナイトケープ】大崎 甜花,【홀리나잇 케이프】 오사키 텐카
メリークリスマス！\nハッピーバースデーは別腹です,메리 크리스마스!\n해피 버스데이는 별개입니다
【テイスティータイムスイーツ】大崎 甜花,【큐티타임 스위츠】 오사키 텐카
お菓子なティータイム。\nあくまとおかしです,과자가득 티타임.\n악마와 과자입니다
【オーバーキャストモノクローム】大崎 甜花,【오버 캐스토 모노크롬】 오사키 텐카
ワンステップ。やがて晴れると知ったから,원 스텝. 곧 맑아질 걸 알았으니까
【ファッショナブルサマー】大崎 甜花,【패셔너블 서머】 오사키 텐카
サマーダイブ！　初めて！　自分で！　選んだ！！,서머 다이브! 처음으로! 스스로! 골랐어!!
【イノセントセーラー】大崎 甜花,【이노센트 세일러】 오사키 텐카
ビー・アンビシャス。\n（注）風で帽子をよく飛ばす,비 앰비셔스. \n(주의) 바람으로 모자가 잘 날아감
【サンセットスカイパッセージ】大崎 甜花,【선셋 스카이 패시지】 오사키 텐카
スタッカート。虹色、君にも,"스타카토. 무지개색, 너에게도"
【リフレッシュサマー】大崎 甜花,【리프레쉬 서머】 오사키 텐카
マジックアワー。気持ち、布が多い方,"매직 아워. 마음, 천이 많은 쪽"
【サクラノスプリング】大崎 甜花,【벚꽃의 스프링】 오사키 텐카
うららかに。チェリー、そっと色づく,"화창하게. 체리, 살짝 물들다"
セイントリーホワイト,세인트리 화이트
カーミィブルーム,캐미 블룸
サジェスティブテンダー,서제스티브 텐더
【シャイニーサマー】桑山 千雪,【샤이니 서머】 쿠와야마 치유키
1stシーズンの水着。華やかなパレオに胸キュン♡,1st 시즌의 수영복. 화려한 파레오에 심쿵♡
【ジャージ】桑山 千雪,【저지】 쿠와야마 치유키
水色ジャージ。桑山千雪、頑張ります♪,"물색 저지. 쿠와야마 치유키, 열심히 할게요♪"
【ミッドナイトモンスター】桑山 千雪,【미드나잇 몬스터】 쿠와야마 치유키
トリック・オア・トリート！\nこの方は食べ物じゃないの！,트릭 오어 트릿!\n이분은 음식이 아니야!
【ホーリーナイトケープ】桑山 千雪,【홀리나잇 케이프】 쿠와야마 치유키
メリークリスマス！\nありがとうの代わりの贈り物♪,메리 크리스마스!\n고마워를 대신하는 선물♪
【ミンティータイムスイーツ】桑山 千雪,【큐티타임 스위츠】 쿠와야마 치유키
お菓子なティータイム。\n秘密のクローゼット,과자가득 티타임.\n비밀의 옷장
【オーバーキャストモノクローム】桑山 千雪,【오버 캐스토 모노크롬】 쿠와야마 치유키
ワンステップ。新しい夢に会いに行こう,원 스텝. 새로운 꿈을 만나러 가자
【ファッショナブルサマー】桑山 千雪,【패셔너블 서머】 쿠와야마 치유키
サマーダイブ！　夏空泥棒、君は,"서머 다이브! 여름하늘 도둑, 너는"
【イノセントセーラー】桑山 千雪,【이노센트 세일러】 쿠와야마 치유키
ビー・アンビシャス。\n追憶とはああその襟のこと,"비 앰비셔스. \n추억이란 아아, 그 옷깃을 말하는 것"
【サンセットスカイパッセージ】桑山 千雪,【선셋 스카이 패시지】 쿠와야마 치유키
スタッカート。曇ったら笑う、晴れても笑う,"스타카토. 흐리면 웃는다, 맑아도 웃는다"
【リフレッシュサマー】桑山 千雪,【리프레쉬 서머】 쿠와야마 치유키
マジックアワー。海にこぼれるきらめきの色,매직 아워. 바다에 흘러넘치는 반짝임의 빛깔
【サクラノスプリング】桑山 千雪,【벚꽃의 스프링】 쿠와야마 치유키
うららかに。オンリー、きっと溺れる,"화창하게. 온리, 분명 빠진다"
【ジャージ】芹沢 あさひ,【저지】 세리자와 아사히
水色ジャージ。袖が余るっす,물색 저지. 소매가 남슴다
【ミッドナイトモンスター】芹沢 あさひ,【미드나잇 몬스터】 세리자와 아사히
トリック・オア・トリート！\nふわふわ～ふわふわふわ～,트릭 오어 트릿!\n둥실둥실~ 둥실둥실둥실~
【ホーリーナイトケープ】芹沢 あさひ,【홀리나잇 케이프】 세리자와 아사히
メリークリスマス！\n今夜は寝ないっす！,메리 크리스마스!\n오늘밤은 안 잘 검다!
【メリーメリーデリバリー】芹沢 あさひ,【메리 메리 딜리버리】 세리자와 아사히
プレゼン・バトン！\nわたしがサンタ！,프레젠 바톤!\n내가 산타!
【オーバーキャストモノクローム】芹沢 あさひ,【오버 캐스토 모노크롬】 세리자와 아사히
ワンステップ。この空の上には、何が？,"원 스텝. 이 하늘 위에는, 무엇이?"
【ファッショナブルサマー】芹沢 あさひ,【패셔너블 서머】 세리자와 아사히
サマーダイブ！　水の中も丸見えっす！,서머 다이브! 물 속도 훤히 보임다!
【イノセントセーラー】芹沢 あさひ,【이노센트 세일러】 세리자와 아사히
ビー・アンビシャス。\nさぁ、未体験の船出へ！,"비 앰비셔스. \n자, 체험하지 못한 진출을 향해!"
【サンセットスカイパッセージ】芹沢 あさひ,【선셋 스카이 패시지】 세리자와 아사히
スタッカート。空から探そう！　楽しいこと！,스타카토. 하늘에서 찾자! 즐거운 일!
【リフレッシュサマー】芹沢 あさひ,【리프레쉬 서머】 세리자와 아사히
マジックアワー。夏の君もアクティブ,매직 아워. 여름의 너도 액티브
【コード：アルファ】芹沢 あさひ,【코드 : 알파】 세리자와 아사히
CHASE：はじまりの白,CHASE : 시작의 하양
【ジャージ】黛 冬優子,【저지】 마유즈미 후유코
水色ジャージ。これは、あの空に挑むための,"물색 저지. 이것은, 저 하늘에 도전하기 위한"
【ミッドナイトモンスター】黛 冬優子,【미드나잇 몬스터】 마유즈미 후유코
トリック・オア・トリート！\n能ある猫の爪のお味は？,트릭 오어 트릿!\n능력 있는 고양이의 발톱 맛은?
【ホーリーナイトケープ】黛 冬優子,【홀리나잇 케이프】 마유즈미 후유코
メリークリスマス！\nあなたはよいこですか？,메리 크리스마스!\n당신은 착한 아이인가요?
【メリーメリーツリー】黛 冬優子,【메리 메리 딜리버리】 마유즈미 후유코
プレゼン・バトン！\n→配役に異議を申し立てる,프레젠 바톤!\n→배역에 이의를 제기하다
【オーバーキャストモノクローム】黛 冬優子,【오버 캐스토 모노크롬】 마유즈미 후유코
ワンステップ。挑もうか,원 스텝. 도전해볼까
【ファッショナブルサマー】黛 冬優子,【패셔너블 서머】 마유즈미 후유코
サマーダイブ！　乙女心よ、曇天を裂け,"서머 다이브! 소녀의 마음이여, 흐린 하늘을 갈라라"
【イノセントセーラー】黛 冬優子,【이노센트 세일러】 마유즈미 후유코
ビー・アンビシャス。\n純潔に咲け、紅の華,"비 앰비셔스. \n순결하게 피어라, 주홍색 꽃"
【サンセットスカイパッセージ】黛 冬優子,【선셋 스카이 패시지】 마유즈미 후유코
スタッカート。足りないでしょう？,스타카토. 부족하잖아?
【リフレッシュサマー】黛 冬優子,【리프레쉬 서머】 마유즈미 후유코
マジックアワー。夢見る乙女のフリで夢見る,매직 아워. 꿈꾸는 소녀인 척 꿈꾸다
【コード：アルファ】黛 冬優子,【코드 : 알파】 마유즈미 후유코
CHASE：上へ、先へ,"CHASE : 위로, 먼저"
【ジャージ】和泉 愛依,【저지】 이즈미 메이
水色ジャージ。レッスンってカンジ♪,물색 저지. 레슨이라는 느낌♪
【ミッドナイトモンスター】和泉 愛依,【미드나잇 몬스터】 이즈미 메이
トリック・オア・トリート！\nメガネ、かっこいいっしょ♪,"트릭 오어 트릿!\n안경, 멋있지♪"
【ホーリーナイトケープ】和泉 愛依,【홀리나잇 케이프】 이즈미 메이
メリークリスマス！\nメイ！　クリスマス！,메리 크리스마스!\n메이! 크리스마스!
【メリーメリーキャリー】和泉 愛依,【메리 메리 딜리버리】 이즈미 메이
プレゼン・バトン！\nソリどこ～？,프레젠 바톤!\n썰매 어딨어~?
【オーバーキャストモノクローム】和泉 愛依,【오버 캐스토 모노크롬】 이즈미 메이
ワンステップ。どんな空でも、やってみる,"원 스텝. 어떤 하늘이든, 해보겠어"
【ファッショナブルサマー】和泉 愛依,【패셔너블 서머】 이즈미 메이
サマーダイブ！　ゴールドアクセでキメッ♪,서머 다이브! 골드 악세서리로 포인트♪
【イノセントセーラー】和泉 愛依,【이노센트 세일러】 이즈미 메이
ビー・アンビシャス。\nこういうの、ちょー新鮮！,"비 앰비셔스. \n이런 거, 완전 신선해!"
【サンセットスカイパッセージ】和泉 愛依,【선셋 스카이 패시지】 이즈미 메이
スタッカート。なんかキラキラしててよくない？,스타카토. 뭔가 반짝반짝해서 좋지 않아?
【リフレッシュサマー】和泉 愛依,【리프레쉬 서머】 이즈미 메이
マジックアワー。風よ、さらわないで,"매직 아워. 바람이여, 휩쓸지 마라"
【コード：アルファ】和泉 愛依,【코드 : 알파】 이즈미 메이
CHASE：目指すは頂上の光,CHASE : 목표는 정상의 빛
【ジャージ】浅倉 透,【저지】 아사쿠라 토오루
水色ジャージ。風を抜きさって,물색 저지. 바람을 빼고
【ミッドナイトモンスター】浅倉 透,【미드나잇 몬스터】 아사쿠라 토오루
トリック・オア・トリート！\n……,트릭 오어 트릿!\n……
【ホーリーナイトケープ】浅倉 透,【홀리나잇 케이프】 아사쿠라 토오루
メリークリスマス！\nめっちゃ金,메리 크리스마스!\n엄청 금
【オーバーキャストモノクローム】浅倉 透,【오버캐스트 모노크롬】 아사쿠라 토오루
ワンステップ。進んで戻って、ちょい進む,"원 스텝. 나아가다 돌아와서, 조금 나아간다"
【サンセットスカイパッセージ】浅倉 透,【선셋 스카이 패시지】 아사쿠라 토오루
スタッカート。４Kなんかじゃ、追いつかない,"스타카토. 4K 같은 걸로는, 따라잡을 수 없어"
【リフレッシュサマー】浅倉 透,【리프레쉬 서머】 아사쿠라 토오루
マジックアワー。そういうこと,매직 아워. 그런 거야
【ラブラフラビッツ】浅倉 透,【러브 러프 래빗】 아사쿠라 토오루
：）見るなー。100円,:) 보지 마ー. 100엔
【ジャージ】樋口 円香,【저지】 히구치 마도카
水色ジャージ。汗はかかない,물색 저지. 땀은 안 난다
【ミッドナイトモンスター】樋口 円香,【미드나잇 몬스터】 히구치 마도카
トリック・オア・トリート！\nミッドナイトver.,트릭 오어 트릿!\n미드나잇 ver.
【ホーリーナイトケープ】樋口 円香,【홀리나잇 케이프】 히구치 마도카
メリークリスマス！\nノンノン、何も言わないで？,"메리 크리스마스!\n농농, 아무 말도 하지 말아줄래?"
【オーバーキャストモノクローム】樋口 円香,【오버캐스트 모노크롬】 히구치 마도카
ワンステップ。水彩の筆を拭った名残,원 스텝. 수채화 붓을 씻은 흔적
【サンセットスカイパッセージ】樋口 円香,【선셋 스카이 패시지】 히구치 마도카
スタッカート。これからよろしくね！,스타카토. 앞으로 잘 부탁해!
【リフレッシュサマー】樋口 円香,【리프레쉬 서머】 히구치 마도카
マジックアワー。もぎたて♡にーちゅ,매직 아워. 갓 만든 ♡에ー츄
【ラブラフラビッツ】樋口 円香,【러브 러프 래빗】 히구치 마도카
：）ゆらゆらファニィ×ファニィ,:) 하늘하늘 퍼니×퍼니
【ジャージ】福丸 小糸,【저지】 후쿠마루 코이토
水色ジャージ。いつかの衣装のための,물색 저지. 언젠가의 의상을 위한
【ミッドナイトモンスター】福丸 小糸,【미드나잇 몬스터】 후쿠마루 코이토
トリック・オア・トリート！\nおかしくれたら魔法をあげる,트릭 오어 트릿!\n과자를 주면 마법을 줄게
【ホーリーナイトケープ】福丸 小糸,【홀리나잇 케이프】 후쿠마루 코이토
メリークリスマス！\n届けたいものがあるということ,메리 크리스마스!\n전하고 싶은 것이 있다는 것
【オーバーキャストモノクローム】福丸 小糸,【오버캐스트 모노크롬】 후쿠마루 코이토
ワンステップ。いつか、いつかは,"원 스텝. 언젠가, 언젠가는"
【サンセットスカイパッセージ】福丸 小糸,【선셋 스카이 패시지】 후쿠마루 코이토
スタッカート。明日もし羽が生えたら,스타카토. 내일 만약 날개가 생긴다면
【リフレッシュサマー】福丸 小糸,【리프레쉬 서머】 후쿠마루 코이토
マジックアワー。跣に痛いくらいの熱,매직 아워. 맨발이 아플 정도의 뜨거움
【ラブラフラビッツ】福丸 小糸,【러브 러프 래빗】 후쿠마루 코이토
：）甘いよ手づくりピンク,:) 달콤해 수제 핑크
【ジャージ】市川 雛菜,【저지】 이치카와 히나나
水色ジャージ。ポケットのお菓子も跳ねる,물색 저지. 주머니의 과자도 튄다
【ミッドナイトモンスター】市川 雛菜,【미드나잇 몬스터】 이치카와 히나나
トリック・オア・トリート！\nきみを食べたらどんな味？,트릭 오어 트릿!\n너를 먹으면 어떤 맛?
【ホーリーナイトケープ】市川 雛菜,【홀리나잇 케이프】 이치카와 히나나
メリークリスマス！\n欲しい物は、全部欲しい,"메리 크리스마스!\n필요한 건, 다 갖고 싶어"
【オーバーキャストモノクローム】市川 雛菜,【오버캐스트 모노크롬】 이치카와 히나나
ワンステップ。曇ってたら見えないでしょ？,원 스텝. 흐리면 보이지 않잖아?
【サンセットスカイパッセージ】市川 雛菜,【선셋 스카이 패시지】 이치카와 히나나
スタッカート。しあわせの海は空にあるの？,스타카토. 행복의 바다는 하늘에 있는 거야?
【リフレッシュサマー】市川 雛菜,【리프레쉬 서머】 이치카와 히나나
マジックアワー。夏は匂いだけ残してすぐに,매직 아워. 여름은 향기만을 남기고 곧장
【ラブラフラビッツ】市川 雛菜,【러브 러프 래빗】 이치카와 히나나
：）かわいいってしあわせ！,:) 귀엽다는 건 행복해!
【スターリー・フューチャーズ】櫻木 真乃,【스타리 퓨처즈】 사쿠라기 마노
よろこびは輝く星をともに纏う,기쁨은 반짝이는 별을 함께 걸친다
【スターリー・フューチャーズ】風野 灯織,【스타리 퓨처즈】 카자노 히오리
ここは星のつどう場所,여기는 별이 모이는 장소
【スターリー・フューチャーズ】八宮 めぐる,【스타리 퓨처즈】 하치미야 메구루
星ときみと、未来を唄う,"별과 너와, 미래를 노래한다"
【クラシカルメイド】大崎 甘奈,【클래시컬 메이드】 오사키 아마나
優雅な午後に。お嬢様！　お茶が入りました☆,우아한 오후에. 아가씨! 차가 나왔습니다☆
【クラシカルマドモアゼル】大崎 甜花,【클래시컬 메이드】 오사키 텐카
優雅な午後に。背伸びをして鏡に向かって,우아한 오후에. 발돋움을 하며 거울을 향해
【クラシカルメイド】桑山 千雪,【클래시컬 메이드】 쿠와야마 치유키
優雅な午後に。糊をきかせて。心零れぬよう,우아한 오후에. 풀을 먹여줘. 마음이 흘러넘치지 않도록
【アムールオブホワイト】芹沢 あさひ,【아무르 오브 화이트】 세리자와 아사히
What's white?　紐解いてみせる,What's white? 풀어 보이겠어
【アムールオブホワイト】黛 冬優子,【아무르 오브 화이트】 마유즈미 후유코
What's white?　すべての恋を跪かせる,What's white? 모든 사랑을 무릎 꿇린다
【アムールオブホワイト】和泉 愛依,【아무르 오브 화이트】 이즈미 메이
What's white?　愛に溺れさせてあげる♪,What's white? 사랑에 빠지게 해주겠어♪
【ユナイトバースプラネタリ】櫻木 真乃,【유나이트버스 플라네타리】 사쿠라기 마노
リフトオフ。無重力の中へだって羽ばたいて,리프트 오프. 무중력 안이라해도 날개짓하며
【ユナイトバースプラネタリ】風野 灯織,【유나이트버스 플라네타리】 카자노 히오리
リフトオフ。すべてを内包するアオ,리프트 오프. 모든 것을 내포하는 파랑
【ユナイトバースプラネタリ】八宮 めぐる,【유나이트버스 플라네타리】 하치미야 메구루
リフトオフ。ハローハロー！　そちらはどう？,리프트 오프. 헬로헬로! 거긴 어때?
【ユナイトバースプラネタリ】月岡 恋鐘,【유나이트버스 플라네타리】 츠키오카 코가네
リフトオフ。天の川の雫と踊る,리프트 오프. 은하수의 물방울과 춤춘다
【ユナイトバースプラネタリ】田中 摩美々,【유나이트버스 플라네타리】 타나카 마미미
リフトオフ。宇宙色夢希望風味,리프트 오프. 우주 빛깔의 꿈 희망 풍미
【ユナイトバースプラネタリ】白瀬 咲耶,【유나이트버스 플라네타리】 시라세 사쿠야
リフトオフ。そらの海へ漕ぎ出す,리프트 오프. 하늘의 바다로 저어 나가다
【ユナイトバースプラネタリ】三峰 結華,【유나이트버스 플라네타리】 미츠미네 유이카
リフトオフ。星を掴むなんて夢物語が、今,"리프트 오프. 별을 잡는다는 꿈 같은 이야기가, 지금"
【ユナイトバースプラネタリ】幽谷 霧子,【유나이트버스 플라네타리】 유코쿠 키리코
"リフトオフ。Earthman, let’s go","리프트 오프. Earthman, let’s go"
【ユナイトバースプラネタリ】小宮 果穂,【유나이트버스 플라네타리】 코미야 카호
リフトオフ。宇宙と書いてそらと読んで,리프트 오프. 우주라 쓰고 하늘이라 읽는다
【ユナイトバースプラネタリ】園田 智代子,【유나이트버스 플라네타리】 소노다 치요코
リフトオフ。輪っかに慣れたのはつい最近,리프트 오프. 고리에 익숙해진 건 아주 최근
【ユナイトバースプラネタリ】西城 樹里,【유나이트버스 플라네타리】 사이죠 쥬리
リフトオフ。輝け、強く,"리프트 오프. 빛나라, 강하게"
【ユナイトバースプラネタリ】杜野 凛世,【유나이트버스 플라네타리】 모리노 린제
リフトオフ。テレスコオプで見つけて,리프트 오프. 망원경으로 찾아줘
【ユナイトバースプラネタリ】有栖川 夏葉,【유나이트버스 플라네타리】 아리스가와 나츠하
リフトオフ。この瞬きが届く頃には,리프트 오프. 이 깜빡거림이 닿을 때쯤이면
【ユナイトバースプラネタリ】大崎 甘奈,【유나이트버스 플라네타리】 오사키 아마나
リフトオフ。キミと見つけたい、甘奈の☆,"리프트 오프. 너와 찾고 싶어, 아마나의 ☆"
【ユナイトバースプラネタリ】大崎 甜花,【유나이트버스 플라네타리】 오사키 텐카
リフトオフ。キラキララ　会いに行くよ,리프트 오프. 반짝반짝 만나러 갈거야
【ユナイトバースプラネタリ】桑山 千雪,【유나이트버스 플라네타리】 쿠와야마 치유키
リフトオフ。飛べるのは、重力があるから,"리프트 오프. 날 수 있는 건, 중력이 있으니까"
【ユナイトバースプラネタリ】芹沢 あさひ,【유나이트버스 플라네타리】 세리자와 아사히
リフトオフ。宇宙船に飛び乗って,리프트 오프. 우주선에 올라타서
【ユナイトバースプラネタリ】黛 冬優子,【유나이트버스 플라네타리】 마유즈미 후유코
リフトオフ。さぁ、願って,"리프트 오프. 자, 소원을 빌어봐"
【ユナイトバースプラネタリ】和泉 愛依,【유나이트버스 플라네타리】 이즈미 메이
リフトオフ。この宇宙どう見える？,리프트 오프. 이 우주 어떻게 보여?
【つづく、】浅倉 透,"【계속,】 아사쿠라 토오루"
【ユナイトバースプラネタリ】浅倉 透,【유나이트버스 플라네타리】 아사쿠라 토오루
リフトオフ。トオル・スターダスト,리프트 오프. 토오루 스타더스트
【ユナイトバースプラネタリ】樋口 円香,【유나이트버스 플라네타리】 히구치 마도카
リフトオフ。夜空にコンペイト☆キス,리프트 오프. 밤하늘에 별사탕☆키스
【ユナイトバースプラネタリ】福丸 小糸,【유나이트버스 플라네타리】 후쿠마루 코이토
リフトオフ。息を吸って止めて、泳げるかな,"리프트 오프. 숨을 들이마신 채 멈춰서, 수영할 수 있을까"
【ユナイトバースプラネタリ】市川 雛菜,【유나이트버스 플라네타리】 이치카와 히나나
リフトオフ。宇宙も海になりたいの？,리프트 오프. 우주도 바다가 되고 싶은 거야?
【ユナイトバースプラネタリ】七草 にちか,【유나이트버스 플라네타리】 나나쿠사 니치카
リフトオフ。かわいいって言ってください！,리프트 오프. 귀엽다고 해주세요!
【ユナイトバースプラネタリ】緋田 美琴,【유나이트버스 플라네타리】 아케타 미코토
リフトオフ。like the universe,리프트 오프. like the universe
【ファウンテンサマー】櫻木 真乃,【파운틴 서머】 사쿠라기 마노
スプラッシュ！　それぞれの色をまとって,스플래시! 각자의 색을 걸치고
【プライベートドレスダウン】櫻木 真乃,【프라이빗 드레스다운】 사쿠라기 마노
ルームウェア。目を閉じたら星とお出かけ,룸웨어. 눈을 감으면 별과 나들이
【ファウンテンサマー】風野 灯織,【파운틴 서머】 카자노 히오리
スプラッシュ！　夏色トライアングル,스플래시! 여름색 트라이앵글
【ファウンテンサマー】八宮 めぐる,【파운틴 서머】 하치미야 메구루
スプラッシュ！　ビビッド・サマー,스플래시! 비비드 서머
【ファウンテンサマー】月岡 恋鐘,【파운틴 서머】 츠키오카 코가네
スプラッシュ！　静かの海を纏って,스플래시! 고요의 바다를 걸치고
【ファウンテンサマー】田中 摩美々,【파운틴 서머】 타나카 마미미
スプラッシュ！　永遠にさめない熱にやられたい,스플래시! 영원히 식지 않는 열에 당하고 싶어
【ファウンテンサマー】白瀬 咲耶,【파운틴 서머】 시라세 사쿠야
スプラッシュ！　大輪、眩しく,스플래시! 큰 꽃송이. 눈부시게
【ファウンテンサマー】三峰 結華,【파운틴 서머】 미츠미네 유이카
スプラッシュ！　一緒にバカになりたいの、ねぇ,"스플래시! 같이 바보가 되고 싶어, 응?"
【ファウンテンサマー】幽谷 霧子,【파운틴 서머】 유코쿠 키리코
スプラッシュ！　きみのことを波に話そう,스플래시! 파도에 대고 네 이야기를 하자
【ファウンテンサマー】小宮 果穂,【파운틴 서머】 코미야 카호
スプラッシュ！　おそろいでテンション最高潮,스플래시! 맞춤으로 텐션 최고조 
【ファウンテンサマー】園田 智代子,【파운틴 서머】 소노다 치요코
スプラッシュ！　おやつは桃まんかごま団子か,스플래시! 간식은 복숭아만두냐 참깨경단이냐
【ファウンテンサマー】西城 樹里,【파운틴 서머】 사이죠 쥬리
スプラッシュ！　盛夏、熱烈歓迎！,"스플래시! 한여름, 열렬히 환영!"
【ファウンテンサマー】杜野 凛世,【파운틴 서머】 모리노 린제
スプラッシュ！　Build Back Better World tgt,스플래시! Build Back Better World tgt
【ファウンテンサマー】有栖川 夏葉,【파운틴 서머】 아리스가와 나츠하
スプラッシュ！　お揃いチャイナもマストバイ,스플래시! 맞춤 차이나도 머스트 바이
【ファウンテンサマー】大崎 甘奈,【파운틴 서머】 오사키 아마나
スプラッシュ！　海に咲く花のように,스플래시! 바다에 피는 꽃처럼
【ファウンテンサマー】大崎 甜花,【파운틴 서머】 오사키 텐카
スプラッシュ！　やっぱり布が多い方が、甜花,"스플래시! 역시 천이 많은 쪽이, 텐카"
【ファウンテンサマー】桑山 千雪,【파운틴 서머】 쿠와야마 치유키
スプラッシュ！　波しぶきのフリンジを重ねて,스플래시! 물보라 프린지 장식을 겹쳐서
【ファウンテンサマー】芹沢 あさひ,【파운틴 서머】 세리자와 아사히
スプラッシュ！　ひまわりよりも高く！,스플래시! 해바라기보다 높게!
【ファウンテンサマー】黛 冬優子,【파운틴 서머】 마유즈미 후유코
スプラッシュ！　夏ごと、食べますか？,"스플래시! 여름과 같이, 먹을래요?"
【ファウンテンサマー】和泉 愛依,【파운틴 서머】 이즈미 메이
スプラッシュ！　クール or キュート？,스플래시! 쿨 or 큐트?
【ファウンテンサマー】浅倉 透,【파운틴 서머】 아사쿠라 토오루
スプラッシュ！　そういうこと,스플래시! 그런 거야
【プライベートドレスダウン】浅倉 透,【프라이빗 드레스다운】 아사쿠라 토오루
